Image_ID;Image_name;Acanthastrea;Acanthastrea_echinata;Acropora_abrotanoides;Acropora_branching;Acropora_digitifera;Acropora_Robusta_RUN;Acropora_tabulate;Astrea;Astreopora;Astreopora_myriophthalma;Coscinaraea;Cyphastrea;Dipsastraea;Favites;Favites_complanata;Favites_pentagona;Galaxea;Goniastrea;Goniastrea_stelligera;Gonistrea_pectinata;Hard_coral;Hydnophora;Leptastrea;Leptastrea_purpurea;Montipora;Paramontastraea_peresi;Pavona_venosa;Platygyra;Platygyra_pini;Plesiastrea_versipora;Pocillopora;Pocillopora_grandis_eydouxi;Pocillopora_meandrina;Pocillopora_verrucosa;Porites_branching;Porites_massive;Porites_rus;Psammocora;Psammocora_profundacella;Turbinaria_coral;Turbinaria_irregularis;Cladiella;Echinostrephus_molaris;Lobophytum;Millepora;Molluscs;Sarcophyton;Soft_Coral;Sand;Dead_coral;Hard_Substrate;UNAV;Cyanobacteria;Foraminifera;Unknown;CCA;Dictyosphaeria;Green_turfing_algae;Halimeda;Liagora;Neomeris;Padina;Turbinaria_algae;Turf_algae;Turf_and_sand;Ulva
2000559;RUNTRANS2B_01,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;8,333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,667;0;0;0;0;0;0;0;19,444;27,778;0
2000560;RUNTRANS2B_02,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;2,778;13,889;0;0;0;0;0;0;0;2,778;77,778;0
2000561;RUNTRANS2B_03,jpg;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;0;0;0;0;2,778;30,556;0;0;0;2,778;0;0;0;5,556;27,778;0
2000562;RUNTRANS2B_04,jpg;0;0;0;0;0;0;0;0;0;8,333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;11,111;0;0;0;8,333;0;0;0;11,111;58,333;0
2000563;RUNTRANS2B_05,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,444;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;2,778;11,111;0;0;0;0;0;0;0;0;61,111;0
2000564;RUNTRANS2B_06,jpg;0;0;13,889;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,889;0;0;0;0;11,111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;11,111;0;0;0;0;0;0;0;2,778;36,111;0
2000565;RUNTRANS2B_07,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;72,222;0
2000566;RUNTRANS2B_08,jpg;0;0;0;0;0;0;0;8,333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;16,667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,778;0;0;0;0;0;0;0;8,333;22,222;0
2000567;RUNTRANS2B_09,jpg;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;0;0;0;13,889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;8,333;0;0;0;0;0;0;0;19,444;41,667;0
2000568;RUNTRANS2B_10,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;11,111;16,667;0;0;0;0;0;0;0;2,778;55,556;0
2000569;RUNTRANS2B_11,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;25;0;0;0;0;0;0;0;19,444;50;0
2000570;RUNTRANS2B_12,jpg;0;0;0;0;0;0;0;2,778;0;2,778;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;5,556;13,889;0;0;0;0;0;0;0;5,556;63,889;0
2000571;RUNTRANS2B_13,jpg;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;11,111;0;0;0;0;0;0;0;5,556;69,444;0
2000573;RUNTRANS2B_14,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;5,556;22,222;0;0;0;11,111;0;0;0;22,222;36,111;0
2000575;RUNTRANS2B_15,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;13,889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;16,667;0;0;0;5,556;0;0;0;33,333;16,667;0
2000578;RUNTRANS2B_16,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;2,778;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;11,111;0;5,556;16,667;0;0;0;0;0;0;0;13,889;25;0
2000580;RUNTRANS2B_17,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,444;0;0;0;2,778;0;0;0;13,889;55,556;0
2000581;RUNTRANS2B_18,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;2,778;27,778;0;0;0;8,333;0;0;0;5,556;47,222;0
2000583;RUNTRANS2B_19,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;44,444;0;0;0;0;0;0;0;2,778;41,667;0
2000584;RUNTRANS2B_20,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;5,556;0;0;2,778;0;0;0;19,444;0;0;0;0;0;0;0;8,333;38,889;0
2000593;RUNTRANS2C_01,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;19,444;0;0;0;0;0;0;0;16,667;55,556;0
2000596;RUNTRANS2C_02,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,444;0;0;0;0;0;0;0;0;38,889;0
2000599;RUNTRANS2C_03,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,333;0;0;0;0;0;0;0;19,444;47,222;0
2000601;RUNTRANS2C_04,jpg;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,556;0;0;0;0;0;0;0;11,111;52,778;2,778
2000602;RUNTRANS2C_05,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;5,556;36,111;0;0;0;2,778;0;0;0;13,889;38,889;0
2000605;RUNTRANS2C_06,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;36,111;0;0;0;0;0;0;0;27,778;30,556;0
2000607;RUNTRANS2C_07,jpg;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;0;5,556;0;0;2,778;13,889;0;0;0;0;0;0;0;8,333;47,222;0
2000609;RUNTRANS2C_08,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;0;0;0;13,889;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;30,556;0;0;0;2,778;0;0;0;5,556;36,111;0
2000611;RUNTRANS2C_09,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;11,111;83,333;0
2000617;RUNTRANS2C_10,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;0;0;0;2,778;75;0
2000621;RUNTRANS2C_11,jpg;2,778;0;0;0;0;0;0;0;0;5,556;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;2,778;8,333;0;0;0;11,111;0;0;0;16,667;38,889;0
2000625;RUNTRANS2C_12,jpg;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;0;0;0;0;0;0;16,667;58,333;0
2000627;RUNTRANS2C_13,jpg;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;0;16,667;0;0;0;2,778;0;0;0;0;33,333;0
2000629;RUNTRANS2C_14,jpg;0;0;0;0;0;0;0;0;0;8,333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;0;0;0;0;0;0;0;0;0;44,444;0;2,778;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;5,556;25;0
2000632;RUNTRANS2C_15,jpg;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;0;0;5,556;0;0;0;0;0;2,778;16,667;0;0;0;0;0;0;0;2,778;52,778;0
2000635;RUNTRANS2C_16,jpg;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;0;0;5,556;0;0;0;0;0;2,778;0;0;0;0;2,778;0;0;0;2,778;52,778;0
2000637;RUNTRANS2C_17,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;2,778;0;0;13,889;0;0;0;5,556;0;0;0;11,111;55,556;0
2000639;RUNTRANS2C_18,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;0;0;0;0;5,556;30,556;0;0;0;0;0;0;0;13,889;41,667;0
2000641;RUNTRANS2C_19,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;75;2,778
2000644;RUNTRANS2C_20,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;2,778;0;5,556;27,778;0;0;0;0;0;0;0;2,778;55,556;0
1996701;RUNTRANS3A_01,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;44,444;0;0;0;0;0;0;0;25;19,444;2,778
1996713;RUNTRANS3A_02,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;0;0;0;0;0;0;0;47,222;0;0;0;0;0;0;0;8,333;36,111;0
1996727;RUNTRANS3A_03,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;2,778;0;0;0;0;0;0;38,889;0;0;0;0;0;0;0;0;50;0
1996740;RUNTRANS3A_04,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;2,778;0;0;0;0;0;13,889;0;0;0;0;0;0;0;2,778;41,667;0
1996749;RUNTRANS3A_05,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;47,222;0;0;0;2,778;0;0;0;5,556;41,667;0
1996750;RUNTRANS3A_06,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,667;0;0;0;0;0;0;0;0;0;0;0;0;5,556;25;0;0;0;0;0;0;0;8,333;19,444;0
1996751;RUNTRANS3A_07,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,444;0;0;0;0;0;0;0;27,778;27,778;0
1996752;RUNTRANS3A_08,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;8,333;19,444;0;0;0;0;0;0;0;2,778;30,556;0
1996772;RUNTRANS3A_09,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;2,778;30,556;0;0;0;0;0;0;0;5,556;38,889;0
1996791;RUNTRANS3A_10,jpg;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;22,222;0;0;0;0;0;0;0;0;55,556;0
1996795;RUNTRANS3A_11,jpg;0;0;22,222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;2,778;27,778;0;0;0;0;0;0;0;27,778;13,889;0
1996796;RUNTRANS3A_12,jpg;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;0;0;0;0;0;2,778;0;0;2,778;50;0;0;0;0;0;0;0;19,444;0;0
1996797;RUNTRANS3A_13,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,889;0;0;0;0;0;0;16,667;0;0;2,778;0;0;2,778;16,667;0;0;0;0;2,778;0;0;0;44,444;0
1996798;RUNTRANS3A_14,jpg;0;0;33,333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;19,444;0;0;0;0;0;0;0;5,556;36,111;0
1996799;RUNTRANS3A_15,jpg;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,667;0;0;0;0;0;0;0;5,556;44,444;2,778
1996800;RUNTRANS3A_16,jpg;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;66,667;0;0;0;0;0;0;0;8,333;13,889;0
1996801;RUNTRANS3A_17,jpg;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;38,889;0;0;0;0;0;0;0;22,222;30,556;0
1996802;RUNTRANS3A_18,jpg;0;0;5,556;0;0;0;0;5,556;0;2,778;0;0;5,556;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;22,222;0;0;0;0;0;0;0;2,778;44,444;0
1996825;RUNTRANS3A_19,jpg;0;0;0;0;0;0;0;0;0;0;0;0;5,556;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,444;0;0;0;0;0;0;0;5,556;36,111;0
1996844;RUNTRANS3A_20,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;2,778;47,222;0;0;0;0;0;0;0;11,111;36,111;0
1997225;RUNTRANS3B_01,jpg;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;16,667;0;0;0;0;0;0;0;19,444;16,667;0
1997226;RUNTRANS3B_02,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;30,556;0;0;0;0;0;0;0;2,778;36,111;0
1997227;RUNTRANS3B_03,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;41,667;0;0;0;0;0;0;0;16,667;16,667;0
1997228;RUNTRANS3B_04,jpg;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;0;0;0;5,556;66,667;0
1997229;RUNTRANS3B_05,jpg;0;0;16,667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;16,667;0;0;0;0;0;0;0;33,333;22,222;0
1997230;RUNTRANS3B_06,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;13,889;0;0;0;0;0;0;0;8,333;27,778;0
1997231;RUNTRANS3B_07,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,778;0;0;0;0;0;0;0;0;0;0;0;0;2,778;11,111;0;0;0;0;0;0;0;0;33,333;0
1997232;RUNTRANS3B_08,jpg;0;0;0;0;0;0;0;0;0;19,444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;22,222;0;0;0;0;0;0;0;13,889;36,111;0
1997233;RUNTRANS3B_09,jpg;0;0;0;0;0;0;0;0;0;27,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;2,778;13,889;0;0;0;0;0;0;0;8,333;25;0
1997234;RUNTRANS3B_10,jpg;0;0;47,222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;2,778;19,444;0
1997235;RUNTRANS3B_11,jpg;0;0;16,667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,444;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;5,556;13,889;0;0;0;0;0;0;0;2,778;16,667;0
1997236;RUNTRANS3B_12,jpg;0;0;19,444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;0;0;0;27,778;30,556;0
1997237;RUNTRANS3B_13,jpg;0;0;13,889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;0;0;0;8,333;33,333;0
1997238;RUNTRANS3B_14,jpg;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;0;0;0;16,667;36,111;0
1997239;RUNTRANS3B_15,jpg;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;2,778;16,667;0;0;0;0;0;0;0;5,556;19,444;0
1997240;RUNTRANS3B_16,jpg;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;5,556;0;2,778;25;0;0;0;0;0;0;0;16,667;33,333;0
1997241;RUNTRANS3B_17,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;2,778;58,333;0;0;0;0;0;0;0;16,667;13,889;0
1997242;RUNTRANS3B_18,jpg;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;25;0;0;0;0;0;0;0;16,667;16,667;0
1997243;RUNTRANS3B_19,jpg;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;30,556;0;0;0;2,778;0;0;0;27,778;25;2,778
1997244;RUNTRANS3B_20,jpg;0;0;22,222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;69,444;0;0;0;0;0;0;0;5,556;0;0
1997245;RUNTRANS3C_01,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;13,889;0;0;0;0;0;0;0;0;0;0;0;0;5,556;13,889;0;0;0;0;0;0;0;19,444;41,667;0
1997246;RUNTRANS3C_02,jpg;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;0;0;0;0;0;2,778;0;0;0;0;0;0;13,889;0;0;0;0;0;0;0;41,667;25;0
