"","Acanthastrea","Acropora","Astrea","Astreopora","CCA","Cladiella","Coscinaraea","Cyanobacteria","Cyphastrea","Dead_coral","Dictyosphaeria","Dipsastraea","Echinopora","Echinostrephus_molaris","Favites","Foraminifera","Galaxea","Goniastrea","Green_turfing_algae","Halimeda","Hard_coral","Hard_Substrate","Hydnophora","Leptastrea","Liagora","Lobophytum","Millepora","Molluscs","Montipora","Neomeris","Padina","Paramontastrea","Pavona","Platygyra","Plesiastrea","Pocillopora","Porites","Psammocora","Sand","Sarcophyton","Soft_Coral","Stylocoeniella","Turbinaria","Turbinaria_algae","Turf_algae","Turf_and_sand","Ulva"
"6C_04",0,0,0,0.9524495,28.5714286,2.8573486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143371,9.5238095,0,0,0,0,0,0,0,19.9993829,14.2857143,0
"6C_05",0,0,0,10.185231,13.888861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03688,0,2.777972,0,0,0,0,0,0,16.666833,0
"6C_06",0,0.5555944,0,1.8519815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0737593,0,2.7779722,0,0,0,0,0,0,13.8888611,0
"6C_07",0,0,0,0,2.777972,0,0,0,0,0,0,1.388986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.185231,0,24.99975,0,0,0,0,0,0,38.888611,0
"6C_08",0,0,0,0,14.285861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428689,2.857035,0,17.143239,0,0,0,0,0,19.999589,34.28545,0
"6C_09",0,0,0,0,22.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6945,0.926,0,0,0,0,0,0,0,22.222,50,0
"6C_10",0,0,0,2.9410727,8.823218,0,0,0,0,0,0,0,0,2.9414256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9804752,0,0,0,0,0,0,0,2.9414256,73.5292872,0
"6C_11",0,0,0,0.9259907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6665,0,0,0,0,0,0,0,5.5559444,41.6665833,0
"6C_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388986,29.62937,0,0,0,0,0,0,0,0,5.555944,0
"6C_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,2.857091,18.09517,0,2.857349,0,0,0,0,0,2.857349,25.71408,0
"6C_14",0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,18.09517,0,0,0,0,0,0,0,0,39.999794,0
"6C_15",0,0,0,0,6.250422,18.750141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.250422,0,0,0,0,0,0,0,0,0,0,0,4.166573,0,0,0,0,0,0,0,12.499719,43.749578,0
"6C_16",0,0,0,0,0,2.8573486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,0,0,0,0,0,0,0,0,0.7143371,13.3332648,0,0,0,0,0,0,0,2.8573486,48.5708114,0
"6C_17",0,0,0,1.9048795,0,0,0,0,0,0,0,0,0,0,0,0,2.8573192,0,0,0,0,0,0,0,2.8573192,0,0,0,0,0,0,0,0,0,0,1.4286596,0.9524397,0,2.8573192,0,0,0,0,0,2.8573192,74.2841274,0
"6C_18",0,0,0,0,3.333533,0,0,0,0,0,0,0,0,3.333533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222356,0,0,0,0,0,0,0,20,66.665867,0
"6C_19",0,0,0,7.407333,13.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777667,0,5.556,0,0,0,0,0,11.111,38.889,0
"6C_20",0,0,0,0,5.555944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,13.888861,0,0,0,2.083229,11.110889,0,5.555944,0,0,0,0,0,2.777972,27.777722,0
"7A_01",0,0.6061003,0,1.0101671,0,0,0,0,0,0,0,3.0305014,0,0,0,0,0,0,0,3.0305014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2418292,60.6056639,0
"7A_02",0,0,0,0,0,5.555944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.777722,61.110389,2.777972
"7A_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470682,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882727,0,0,0,0,0,0,2.941363,0,0,0,11.764394,0,0,0,0,23.528789,41.17591,2.941363
"7A_04",0,0,0,0,0,24.2420937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7576336,0,0,0,0,0,0,0,0,12.1210468,60.6063251,0
"7A_05",0,0,0,0,0,0,0,0,0,0,5.7147559,0,0,0,0,0,0,0.9524593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1427763,0,0,0,0,0,0,1.428689,0,8.5711053,71.4282776,0
"7A_06",0,0,0,0,5.882789,0,0,0,0,0,11.764519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94113,0,1.470697,0,0,0,0,0,0,8.823125,58.823654,0
"7A_07",0,0,0,0,0,0,0,0,0,0,3.030501,1.515251,0,0,6.060457,0,0,0,0,0,3.030501,0,0,0,0,0,3.030501,0,0,0,0,0,0,0,0,3.030229,0,1.515251,0,0,0,0,0,3.030501,6.061003,51.51416,0
"7A_08",1.388986,0,0,2.777639,5.555944,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555944,74.99925,0
"7A_09",0,0,0,0.9259907,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5559444,0,2.7779722,0,0,0,0,86.1101389,0
"7A_10",0,0,0,0,0,0,0,0,0,0,0,0,0,5.714638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42866,0,0,2.857319,0,0,0,0,0,5.714638,79.998766,0
"7A_11",0,0,0,1.0101781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1515813,0,0,0,0,0,0,0,0,0,0.7576336,0,0,0,0,0,0,0,0,24.2420937,54.5452562,0
"7A_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764644,0,0,0,0,0,0,0,0,0,0,5.146965,0,0,5.882851,0,0,0,0,11.764644,2.941426,47.058574,0
"7A_13",0,0,0,2.857319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142989,8.571272,0,2.857319,0,0,0,0,0,25.713816,28.571135,0
"7A_14",0,0,0,0,0,2.7779722,0,0,0,0,0,1.3889861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6944931,17.5924907,0,2.7779722,0,0,0,0,0,24.99975,11.1108889,0
"7A_15",0,0,0,0,3.030567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.121179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090612,75.757642,0
"7A_16",0,0,0,0,3.0305344,9.0905124,0,0,0,0,0,0,0,0,1.5152672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7576336,1.0101781,0,0,0,0,0,0,0,3.0305344,75.7568154,0
"7A_17",0,0,0,0,0,0,0,0,0,0,5.555944,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.110889,80.555194,0
"7A_18",0,0,0,5.714354,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904899,0,0,0,0,0,0,0,8.571017,65.713874,0
"7A_19",0,0,0,0.926,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,6.25,0,0,8.333,2.778,0,0,0,0,11.111,38.889,0
"7B_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125211,0,0,0,0,0,0,0,0,0,3.125211,3.125211,0,0,0,0,0,0,0,0,0,3.906232,0,0,0,0,0,0,0,0,28.124648,40.624367,3.125211
"7B_02",0,0,0,1.960909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941363,0,0,5.882727,0,0,0,0,0,35.293183,41.17591,0
"7B_03",0,0.5714697,0,0,17.1430629,11.4283657,0,0,0,0,2.8573486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,0,2.8570914,0,0,2.8573486,0,0,0,0,0,19.9993829,25.71408,2.8573486
"7B_04",0,0,0,0,0,0,0,0,0,0,2.777944,0,0,2.777944,2.777944,0,0,0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,0,0,1.388972,0,0,0,0,0,0,2.777944,0,2.777944,69.442611,2.777944
"7B_05",0,0,0,0.9524299,0,0,0,0,0,0,2.8572898,1.4286449,0,0,1.4286449,0,0,0,0,2.8572898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4286449,1.9048599,0,5.7145796,0,0,0,0,0,11.4281306,57.1416817,0
"7B_06",0,0,0,0,0,0,0,0,0,0,2.941332,2.941332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470666,0,0,5.882664,0,0,0,0,0,17.646934,55.881076,5.882664
"7B_07",0,0,0,0,5.8827889,0,0,0,0,0,5.8827889,0,0,0,1.4706972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7353486,0,0,0,20.5876436,0,0,0,0,14.7059135,47.0580761,0
"7B_08",0,0,0,0,8.823125,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94113,6.862548,0,2.941394,0,0,0,0,0,5.882789,44.11774,0
"7B_09",0,0.5714697,0,0,11.4283657,0,0,0,0,0,2.8573486,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,2.8573486,0,0,0,0,0,0,0,2.8570914,0,0,2.8573486,0,0,0,0,2.8573486,0,59.9991771,0
"7B_10",0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,0,0,0,0,0,1.388972,0,0,5.555889,2.777944,0,0,0,0,2.777944,77.776444,0
"7B_11",0,0,0,0,0,0,2.7779722,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5559444,0,0,0,0,0,0,0,0,0,0,2.7777222,0.9259907,0,2.7779722,0,0,0,0,0,0,69.4433056,2.7779722
"7B_12",0,0,0,0,16.666667,0,2.777944,0,0,2.777944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.666667,52.776944,5.555889
"7B_13",0,0,0,1.041737,12.499719,0,0,0,0,12.499719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125211,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125211,0,0,0,0,0,3.125211,59.374508,3.125211
"7B_14",0,0,0,1.010167,3.030501,0,0,0,0,0,3.030501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010167,0,0,0,0,0,0,0,0,81.816992,6.061003
"7B_15",0,0,0,3.124801,3.125176,15.624754,0,0,0,6.250352,3.125176,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125176,0,0,0,0,0,0,0,0,0,6.250352,3.906188,0,0,0,0,0,0,0,0,3.125176,34.374684,0
"7B_16",0,0,0,0,8.333,38.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6945,0,0,2.778,0,0,0,0,0,0,47.222,0
"7B_17",0,0,0,0,5.7146971,0,0,0,0,2.8573486,0,0,0,0,1.4286743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143371,0,0,2.8573486,0,0,0,0,0,11.4283657,71.4275429,0
"7B_18",0,0,0,0,5.714697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.143011,0,0,2.857349,0,0,0,0,0,11.428366,71.427543,0
"7B_19",0,0,0,0,9.374613,0,0,0,0,0,0,1.562623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.906276,0,0,0,0,0,0,0,0,3.125246,65.624543,3.125246
"7B_20",0,0.5555944,0,0,0,0,0,0,0,8.3329167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4722153,0,0,0,0,0,0,0,0,5.5559444,66.6663333,2.7779722
"7C_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166708,0,0,0,0,0,0,0,2.777972,5.555944,69.443306,0
"7C_02",0,0,0,0.9804544,0,0,0,0,0,0,2.9413633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4117803,0,0,2.9413633,0,0,0,0,0,5.8827266,67.6460623,0
"7C_03",0,0,0,0,0,0,0,0,0,0,8.823218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205804,0,0,14.706069,0,0,0,1.470713,0,14.706069,50,0
"7C_04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.250422,0,0,0,0,0,0,90.624367,0
"7C_05",0,0,0,3.030171,6.061069,0,0,0,0,0,0,0,0,0,1.515267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.030262,0,0,3.030534,0,0,0,0,0,0,66.666303,0
"7C_06",0,1.142928,0,0,5.714638,0,0,0,0,2.857319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142784,0,0,0,0,0,0,0,2.857319,2.857319,51.427631,0
"7C_07",0,0,0,0,5.7146971,5.7146971,0,2.8573486,0,2.8573486,0,1.4286743,0,0,0,0,0,0,0,0,0,0,0,0,2.8573486,22.8567314,0,0,0,0,0,0,0,0,0,2.1427543,0.9524495,0,2.8573486,0,0,0,0,0,19.9993829,19.9993829,0
"7C_08",0,0,0,0,5.7146384,0,2.8573192,0,0,2.8573192,0,1.4286596,0,0,0,0,0,0,0,0,0,0,0,1.4286596,0,0,0,0,0,0,0,0,0,0,0,5.0000514,0.9524397,0,0,0,0,0,0,0,19.9991772,37.1420637,2.8573192
"7C_09",0,0,0,0,2.941363,32.352879,0,0,0,2.941363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470682,0,0,0,0,1.470682,0,44.117273,8.823031,2.941363
"7C_10",0,0,0,0.9524397,2.8573192,17.1428865,0,0,0,2.8573192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7146384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7146384,59.99856,2.8573192
"7C_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573192,0,0,0,0,14.2855673,0,0,0,0,0,0,0,0,0,0,0.7143298,0.9524397,0,0,0,0,0,0,5.7146384,31.4284539,39.9993829,0
"7C_12",0,0,0,0.9804648,23.5290381,0,0,0,0,5.8827889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9411298,2.9410415,0,0,0,0,0,0,2.9413945,38.2349516,5.8827889,0
"7C_13",0,0.5555889,0,0,0,0,0,0,0,5.5558889,2.7779444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0832083,0,0,5.5558889,0,0,0,0,0,30.5553889,38.8882222,5.5558889
"7C_14",0,0,0,0,5.7146384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4286596,2.8573192,0,0,0,0,0,0,0,0,0,0,0,0.9524397,0,8.570929,0,0,0,0,0,39.9993829,31.4284539,5.7146384
"7C_15",0,0,0,0,0,0,0,0,0,0,5.714638,0,0,0,0,0,0,0,0,0,0,0,0,0,11.428248,0,0,0,0,0,0,0,0,0,0,1.42866,0,0,5.714638,0,0,0,0,0,28.571135,42.856702,0
"7C_16",0,0,0,0,0,2.777972,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,8.332917,0,0,0,0,0,0,0,0,0,0,2.083229,0,0,0,0,0,0,0,0,30.555694,41.666583,5.555944
"7C_17",0,0,0,1.8519815,8.3329167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,5.5559444,0,0,0,0,0,0,0,0,0,0,0.6944931,0,0,0,0,0,0,0,0,27.7777222,47.2215278,0
"7C_18",0,0,0,0,13.888861,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083479,0,0,0,0,0,0,0,0,11.110889,63.888361,0
"8A_01",0,0,0,0,26.4704325,0,0,0,0,0,0,0,0,5.8827889,0,0,0,0,0,0,8.8231246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9804648,2.9413945,0,0,11.764519,0,0,0,0,38.2349516,0
"8A_02",0,0,0,0,28.124648,0,0,6.250422,0,6.250422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041737,0,15.62493,0,0,0,0,0,0,40.624367,0
"8A_03",0,0,0,0,49.9994,0,0,0,0,0,0,0,0,3.333533,0,0,0,0,0,0,0,0,0,0,0,6.667067,3.333533,0,0,0,0,0,0,0,0,0,0,0,6.667067,0,0,0,0,0,0,29.9994,0
"8A_04",0,0,0,0,33.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.050472,1.515251,12.120915,0,0,0,0,0,6.061003,30.302832,0
"8A_05",0,0,0,0,30.302832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.040305,0,6.061003,0,0,0,0,0,18.181917,33.333333,0
"8A_06",0,0,0,0,42.423747,0,0,3.030501,0,0,0,0,0,0,0,0,0,0,6.061003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090413,0,0,0,0,0,6.061003,33.333333,0
"8A_07",0,0,0,2.150687,25.805927,0,0,0,0,0,3.226031,0,0,3.226031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226031,0,0,0,0,0,0,58.063917,0
"8A_08",0,4.13794,0,0,13.792718,0,0,0,0,0,3.44849,0,0,0,0,3.44849,0,0,0,0,3.44849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.298993,1.724245,0,0,0,0,0,0,17.241208,27.585436,0
"8A_09",0,0.6897065,0,0,31.0343115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8621332,10.3447705,0,6.8970654,0,0,0,0,0,10.3443567,13.7928894,0
"8A_10",0,6.875014,0,0,18.750141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.250422,0,0,0,0,0,0,40.624367,0
"8A_11",0,4.848419,0,0,27.272628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.030534,0,0,0,0,0,0,0,0,0,0,0,2.020356,0,0,0,0,0,0,0,12.121047,27.272628,0
"8A_12",0,0.5882851,0,0,20.5878616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9804752,0,2.9414256,0,0,0,0,0,8.823218,61.7646436,0
"8A_13",0,8.823455,0,0,5.882727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882727,0,0,0,0,0,11.764394,32.352879,0
"8A_14",0,7.058786,0,0,29.412138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764644,23.529287,0
"8A_15",0,15.999918,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571429,0,0,0,0,0,0,0,0,0,2.857349,0
"8A_16",0,2.6666187,0,0,16.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3335733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333933,0,0,0,0,0,0,0,0,20.00024,43.3328533,0
"8A_17",0,0,0,0,15.625105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125246,0,0,0,0,0,3.125246,78.124402,0
"8A_18",0,0,0,0,33.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0305014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7576253,2.0203342,0,0,0,0,0,0,0,0,54.5446612,0
"8A_19",0,0.5882727,0,0.9804544,41.17591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4706817,0,0,0,0,0,0,0,0,2.9413633,44.1172734,0
"8A_20",0,2.857143,0,0,31.428777,0,0,5.714697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142754,0,0,0,0,0,0,0,0,8.571017,31.428777,0
"8B_01",0,0,0,0,48.4847163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7576419,0,0,0,0,30.3034931,0,0,0,9.0906116,9.0906116,0
"8B_02",0,0,0,0,41.666583,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.481269,0,16.666833,0,0,0,0,0,2.777972,16.666833,0
"8B_03",0,0,0,0,44.118208,0,0,0,0,0,0,0,0,0,1.470713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941073,0,8.823218,0,0,0,0,0,8.823218,26.470713,0
"8B_04",0,0,0,0.9524495,25.71408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,0,0,0,0,0,0,0,0,0,1.904899,0,8.5710171,0,0,0,0,0,14.2857143,39.9997943,0
"8B_05",0,0,0,0,0,0,0,0,0,0,0,0,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941394,0,2.941394,0,0,0,0,91.175817,0
"8B_06",0,0,0,0,32.352879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941363,0,0,0,0,0,2.941363,58.823031,0
"8B_07",0,0,0,0,15.151581,0,0,0,0,0,0,0,0,3.030534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272628,0,0,3.030534,0,0,0,0,0,0,69.696837,0
"8B_08",0,0,0,0,11.111,0,0,0,0,0,0,0,0,0,1.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852,0,11.111,0,0,0,0,0,8.333,61.111,0
"8B_09",0,0,0,0,29.411516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.960909,0,0,0,0,0,0,0,5.882727,58.823031,0
"8B_10",0,0,0,7.618989,19.999589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714756,51.428689,0
"8B_11",0,0,0,2.020334,18.181917,0,0,0,0,3.030501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010167,0,3.030501,0,0,0,0,0,12.120915,54.544661,0
"8B_12",0,0,0,0,14.705913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882789,79.411298,0
"8B_13",0,0,0,0,24.242358,0,0,0,0,3.030567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.070597,0,9.090612,0,0,0,0,0,3.030567,39.394105,0
"8B_14",0,0,0,2.020334,18.181917,0,0,0,0,0,0,0,0,0,1.515251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.030138,0,3.030501,0,0,0,0,0,0,60.605664,0
"8B_15",0,0,0,1.010178,18.182116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.121047,0,15.151581,0,0,0,0,51.514722,0
"8B_16",0,0,0,1.904899,22.856731,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.428366,0,0,0,0,0,0,57.142857,0
"8B_17",2.9413633,0,0,0,11.7643945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9804544,0,17.6471211,0,0,0,1.4706817,0,0,58.8230312,0
"8B_18",0,0,0,2.941073,17.647495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.921548,0,8.823218,0,0,0,0,0,0,52.941426,0
"8B_19",0,0,0,0,21.874473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.499859,0,0,0,3.125246,0,0,59.375176,0
