"","Acanthastrea","Acanthastrea_echinata","Acropora","Acropora_abrotanoides","Acropora_branching","Acropora_digitifera","Acropora_Robusta","Astrea","Astreopora","Astreopora_myriophthalma","Astreopora_ocellata","Coscinaraea","Cyphastrea","Dipsastraea","Dipsastraea_matthai","Echinopora","Favites","Favites_pentagona","Galaxea","Goniastrea","Goniastrea_stelligera","Gonistrea_pectinata","Hard_coral","Hydnophora","Leptastrea","Leptastrea_purpurea","Montipora","Paramontastraea_peresi","Pavona_venosa","Platygyra","Platygyra_pini","Plesiastrea_versipora","Pocillopora","Pocillopora_grandis_eydouxi","Pocillopora_meandrina","Pocillopora_verrucosa","Porites_branching","Porites_massive","Porites_rus","Psammocora","Psammocora_profundacella","Stylocoeniella","Turbinaria_coral","Turbinaria_irregularis","Cladiella","Echinostrephus_molaris","Lobophytum","Millepora","Molluscs","Sarcophyton","Soft_Coral","Sand","Dead_coral","Hard_Substrate","Cyanobacteria","Foraminifera","CCA","Dictyosphaeria","Green_turfing_algae","Halimeda","Liagora","Neomeris","Padina","Turbinaria_algae","Turf_algae","Turf_and_sand","Ulva"
"2A_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,8.57101714614855,0,0,0,0,5.71469713956574,0,0,0,0,0,0,0,0,74.2848914351542,0
"2A_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88272663744362,0,0,0,0,11.764394468797,0,0,0,2.94136331872181,0,0,0,5.88272663744362,70.5874256188722,0
"2A_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0,0,0,0,0,0,0,58.333,0
"2A_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,19.444,0,0,0,0,2.778,0,0,0,0,0,0,0,2.778,69.444,0
"2A_15",0,0,0,0,0,0,0,0,0,5.71463836089854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71463836089854,0,0,0,0,0,5.71463836089854,0,0,0,0,37.1420636879783,0,0,0,0,0,0,0,2.85731918044927,42.8567020488768,0
"2A_16",0,0,0,0,0,0,0,0,0,5.71463836089854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,2.85731918044927,0,0,0,2.85731918044927,0,2.85731918044927,0,0,0,0,42.8567020488768,0,0,0,0,0,0,0,0,39.9993828684276,0
"2A_17",0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,5.556,0,0,0,0,8.333,0,0,0,0,11.111,0,0,0,0,0,0,0,2.778,61.111,0
"2A_18",0,0,0,0,0,0,0,0,0,11.1108888911111,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,69.4433055669443,2.7779722202778
"2A_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5717224496513,0,0,2.85737795972105,0,8.57110530538356,0,0,0,0,0,0,0,0,59.9997942852441,0
"2A_20",0,0,0,0,0,0,0,0,0,2.85737795972105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57110530538356,19.9995885704882,0,0,0,0,0,0,0,0,0,0,0,2.85737795972105,0,0,0,0,0,8.57110530538356,0,0,0,0,5.7147559194421,0,0,0,2.85737795972105,0,0,0,0,48.5713110201395,0
"2B_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.667,0,0,0,0,0,0,0,19.444,27.778,0
"2B_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,2.85734856978287,79.99958857472,0
"2B_03",0,0,0,0,0,0,0,0,0,17.1428865300749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4282481691763,0,0,0,0,31.4284538797005,0,0,0,2.85731918044927,0,0,0,5.71463836089854,28.5711346992512,0
"2B_04",0,0,0,0,0,0,0,0,0,8.33308333083331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7780277802778,0,11.1111111111111,0,0,0,8.33308333083331,0,0,0,11.1111111111111,58.3335833358334,0
"2B_05",0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,14.2857142857143,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,11.4283657159314,0,0,0,0,0,0,0,0,62.8565257192228,0
"2B_06",0,0,0,14.7059134946265,0,0,0,0,0,5.88278892477103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7059134946265,0,0,11.764519032241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764519032241,0,0,0,0,0,0,0,2.94139446238552,38.2349515591085,0
"2B_07",0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,69.444,0
"2B_08",0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0,0,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.778,0,0,0,0,0,0,0,8.333,22.222,0
"2B_09",0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,13.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,19.444,41.667,0
"2B_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1514159794039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03050137452546,0,0,0,0,18.1819173539294,0,0,0,0,0,0,0,3.03050137452546,60.6056639176158,0
"2B_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,25,0,0,0,0,0,0,0,19.444,50,0
"2B_12",0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,5.88272663744362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,14.7057577875188,0,0,0,0,0,0,0,5.88272663744362,67.6460623001504,0
"2B_13",3.12524609344238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4998593751758,0,0,0,0,0,0,0,6.25049218688476,78.1244023444971,0
"2B_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94142560670874,0,0,0,0,0,23.5292871966456,0,0,0,11.7646435983228,0,0,0,23.5292871966456,38.2353564016772,0
"2B_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12521093486331,0,15.6249296883789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7501406232422,0,0,0,6.25042186972663,0,0,0,37.4991562605467,18.7501406232422,0
"2B_16",0,0,0,0,0,5.88272663744362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6471211062406,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,11.764394468797,0,17.6471211062406,0,0,0,0,0,0,0,14.7057577875188,26.4701522563158,0
"2B_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444,0,0,0,2.778,0,0,0,13.889,55.556,0
"2B_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,28.5714285714286,0,0,0,8.57101714614855,0,0,0,5.71469713956574,48.5708114335085,0
"2B_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,44.444,0,0,0,0,0,0,0,2.778,41.667,0
"2B_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,5.556,0,0,0,0,19.444,0,0,0,0,0,0,0,8.333,38.889,0
"2C_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99938286208,0,0,0,0,0,0,0,17.1430628554972,57.1428571428571,0
"2C_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.444,0,0,0,0,0,0,0,0,38.889,0
"2C_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,19.4441944419444,47.2224722247223,0
"2C_04",0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5556944430556,0,0,0,0,0,0,0,11.1108888911111,52.7774722252777,2.7779722202778
"2C_05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,38.2349515591085,0,0,0,2.94139446238552,0,0,0,11.764519032241,41.176346021494,0
"2C_06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1424457175771,0,0,0,0,0,0,0,28.5714285714286,31.4287771412114,0
"2C_07",0,0,0,0,0,0,0,0,0,5.88278892477103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88278892477103,0,0,0,11.764519032241,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82312456985547,0,0,0,0,14.7059134946265,0,0,0,0,0,0,0,5.88278892477103,47.0580761289639,0
"2C_08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33291667083329,0,13.8888611113889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,30.5556944430556,0,0,0,2.7779722202778,0,0,0,5.55594444055559,36.1106388936111,0
"2C_09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,11.111,83.333,0
"2C_10",0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444,0,0,0,0,0,0,0,2.778,75,0
"2C_11",2.77794444111118,0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,2.77794444111118,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,2.77794444111118,0,8.33283334333313,0,0,0,8.33283334333313,0,0,0,16.6666666666667,38.8882222355553,0
"2C_12",0,0,0,0,0,0,0,0,0,2.778,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,0,0,0,0,13.889,58.333,0
"2C_13",0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,16.667,0,0,0,2.778,0,0,0,0,33.333,0
"2C_14",0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,0,0,0,0,0,0,0,0,47.222,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,5.556,25,0
"2C_15",0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1428865300749,0,0,0,0,0,0,5.71463836089854,0,0,0,0,17.1428865300749,0,0,0,0,0,0,0,2.85731918044927,54.2849502180532,0
"2C_16",0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,5.55588888222236,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,2.77794444111118,52.7769444611108,0
"2C_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,13.8887222255555,0,0,0,5.55588888222236,0,0,0,16.6666666666667,55.554888902222,0
"2C_18",0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88272663744362,0,0,0,0,29.4115155750376,0,0,0,0,0,0,0,14.7057577875188,44.1172733625564,0
"2C_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,5.55588888222236,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,74.9985000299994,2.77794444111118
"2C_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,2.94136331872181,0,29.4115155750376,0,0,0,0,0,0,0,2.94136331872181,58.8230311500752,0
"3A_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,44.444,0,0,0,0,0,0,0,25,19.444,2.778
"3A_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33308333083331,0,0,0,0,0,0,47.2224722247223,0,0,0,0,0,0,0,8.33308333083331,36.1113611136111,0
"3A_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,2.778,0,0,0,0,38.889,0,0,0,0,0,0,0,0,50,0
"3A_04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7777222227778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1108888911111,0,2.7779722202778,0,0,0,13.8888611113889,0,0,0,0,0,0,0,2.7779722202778,41.6665833341667,0
"3A_05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,47.2215277847221,0,0,0,2.7779722202778,0,0,0,5.55594444055559,41.6665833341667,0
"3A_06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1182076150947,0,0,0,0,0,0,0,0,0,0,0,26.4707128033544,0,0,0,0,0,0,0,8.82321799161408,20.5878615899369,0
"3A_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.444,0,0,0,0,0,0,0,27.778,27.778,0
"3A_08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6248242189697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8744726569092,0,0,0,0,0,0,0,3.12524609344238,34.3754570306787,0
"3A_09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,17.1428865300749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,31.4284538797005,0,0,0,0,0,0,0,5.71463836089854,39.9993828684276,0
"3A_10",0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1108888911111,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,22.2217777822222,0,0,0,0,0,0,0,0,55.5554444455555,0
"3A_11",0,0,0,0,0,23.529038064482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.411826989253,0,0,0,0,0,0,0,29.411826989253,14.7059134946265,0
"3A_12",0,0,0,0,0,0,0,2.94142560670874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5292871966456,0,0,0,0,0,0,0,0,0,0,0,52.9414256067087,0,0,0,0,0,0,0,20.5878615899369,0,0
"3A_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,11.764519032241,0,0,0,0,17.647307957012,0,0,0,0,17.647307957012,0,0,0,0,2.94139446238552,0,0,0,47.0580761289639,0
"3A_14",0,0,0,0,0,35.2939307949684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5878615899369,0,0,0,0,0,0,0,5.88285121341748,38.2353564016772,0
"3A_15",0,0,0,0,0,5.55588888222236,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6661666766665,0,0,0,0,0,0,0,5.55588888222236,41.6661666766665,2.77794444111118
"3A_16",0,0,0,0,0,0,0,0,0,3.03053443442024,0,0,0,3.03053443442024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6968374660456,0,0,0,0,0,0,0,9.09051239813673,15.1515812669772,0
"3A_17",0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,38.8886111138889,0,0,0,0,0,0,0,22.2217777822222,30.5556944430556,0
"3A_18",0,0,0,5.55594444055559,0,0,0,8.33291667083329,5.55594444055559,0,0,0,0,2.7779722202778,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,19.4438055619444,0,0,0,0,0,0,0,2.7779722202778,44.4435555644444,0
"3A_19",0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4435555644444,0,0,0,0,0,0,0,5.55594444055559,36.1106388936111,0
"3A_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85737795972105,0,0,0,0,0,0,0,0,0,0,48.5713110201395,0,0,0,0,0,0,0,11.4284832651046,37.1428277550349,0
"3B_01",0,0,0,0,0,5.71469713956574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99979428736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1430628554972,0,0,0,0,0,0,0,19.99938286208,17.1430628554972,0
"3B_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1428865300749,5.71463836089854,5.71463836089854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4284538797005,0,0,0,0,0,0,0,2.85731918044927,37.1420636879783,0
"3B_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1819173539294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4542479382118,0,0,0,0,0,0,0,18.1819173539294,18.1819173539294,0
"3B_04",0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2217777822222,0,0,0,0,0,0,0,5.55594444055559,66.6663333366666,0
"3B_05",0,0,0,0,0,18.7503515620605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7503515620605,0,0,0,0,0,0,0,37.4995781255273,24.9997187503516,0
"3B_06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,13.889,0,0,0,0,0,0,0,8.333,27.778,0
"3B_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2860669395816,0,0,0,0,0,0,0,0,0,0,0,11.4284832651046,0,0,0,0,0,0,0,0,34.2854497953138,0
"3B_08",0,0,0,0,0,0,0,0,0,21.2117906312046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2423581262409,0,0,0,0,0,0,0,15.1517465581568,39.3941046843977,0
"3B_09",0,0,0,0,0,0,0,0,0,28.5717224496513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9995885704882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85737795972105,0,0,0,14.2858612248257,0,0,0,0,0,0,0,8.57110530538356,25.7143444899303,0
"3B_10",0,0,0,47.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,13.889,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,2.778,19.444,0
