"","Acanthastrea","Acanthastrea_echinata","Acropora","Acropora_abrotanoides","Acropora_branching","Acropora_digitifera","Acropora_Robusta","Astrea","Astreopora","Astreopora_myriophthalma","Astreopora_ocellata","Coscinaraea","Cyphastrea","Dipsastraea","Dipsastraea_matthai","Echinopora","Favites","Favites_pentagona","Galaxea","Goniastrea","Goniastrea_stelligera","Gonistrea_pectinata","Hard_coral","Hydnophora","Leptastrea","Leptastrea_purpurea","Montipora","Paramontastraea_peresi","Pavona_venosa","Platygyra","Platygyra_pini","Plesiastrea_versipora","Pocillopora","Pocillopora_grandis_eydouxi","Pocillopora_meandrina","Pocillopora_verrucosa","Porites_branching","Porites_massive","Porites_rus","Psammocora","Psammocora_profundacella","Stylocoeniella","Turbinaria_coral","Turbinaria_irregularis","Cladiella","Echinostrephus_molaris","Lobophytum","Millepora","Molluscs","Sarcophyton","Soft_Coral","Sand","Dead_coral","Hard_Substrate","Cyanobacteria","Foraminifera","CCA","Dictyosphaeria","Green_turfing_algae","Halimeda","Liagora","Neomeris","Padina","Turbinaria_algae","Turf_algae","Turf_and_sand","Ulva"
"3B_11",0,0,0,8.82312456985547,0,8.82312456985547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,14.7059134946265,2.94139446238552,0,0,0,0,0,0,0,0,26.4704325268675,0,0,0,0,0,0,0,0,0,0,0,14.7059134946265,0,0,0,0,0,0,0,2.94139446238552,17.647307957012,0
"3B_12",0,0,0,0,0,19.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.222,0,0,0,0,0,0,0,27.778,30.556,0
"3B_13",0,0,0,0,0,13.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0,0,0,0,0,0,8.333,33.333,0
"3B_14",0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,22.2217777822222,0,0,0,0,0,0,0,0,0,0,0,16.6668333316667,0,0,0,0,0,0,0,16.6668333316667,36.1106388936111,0
"3B_15",0,0,0,0,0,5.71469713956574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4281600032914,0,0,0,0,0,0,0,0,0,0,0,17.1430628554972,0,0,0,0,0,0,0,5.71469713956574,19.99938286208,0
"3B_16",0,0,0,0,0,5.71469713956574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57101714614855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,5.71469713956574,0,25.7140800016457,0,0,0,0,0,0,0,17.1430628554972,34.2850971477942,0
"3B_17",0,0,0,0,0,3.03053443442024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6357685972051,0,0,0,0,0,0,0,18.1821157013974,15.1515812669772,0
"3B_18",0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6471211062406,0,17.6471211062406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4701522563158,0,0,0,0,0,0,0,17.6471211062406,17.6471211062406,0
"3B_19",0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3528788937594,0,0,0,2.94136331872181,0,0,0,29.4115155750376,26.4701522563158,2.94136331872181
"3B_20",0,0,0,22.8569665302092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85737795972105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7145502046862,0,0,0,0,0,0,0,8.57110530538355,0,0
"3C_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88278892477103,0,0,0,0,0,0,0,0,0,0,0,14.7059134946265,0,0,0,0,0,0,0,0,0,0,0,14.7059134946265,0,0,0,0,0,0,0,20.5876436020965,44.1177404838795,0
"3C_02",0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1108888911111,0,0,0,0,0,0,2.7779722202778,0,0,0,0,13.8888611113889,0,0,0,0,0,0,0,41.6665833341667,24.9997500025,0
"3C_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,31.4287771412114,0,0,0,0,0,0,0,11.4283657159314,54.2855085730743,0
"3C_04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1211790631205,0,0,0,0,0,0,0,0,0,0,0,27.2729256212772,0,0,0,0,0,0,0,12.1211790631205,48.4847162524818,0
"3C_05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,0,0,0,52.940865053735,41.176346021494,0
"3C_06",0,0,0,27.2729256212772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2423581262409,0,0,0,0,0,0,0,27.2729256212772,21.2117906312046,0
"3C_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,5.71469713956574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7140800016457,0,0,0,0,0,0,0,25.7140800016457,37.1424457175771,0
"3C_08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,0,0,0,0,0,8.82312456985547,0,0,0,0,20.5876436020965,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,5.88278892477103,0,0,0,2.94139446238552,0,0,0,14.7059134946265,41.176346021494,0
"3C_09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8888611113889,0,0,0,0,0,0,0,24.9997500025,49.9995000049999,0
"3C_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88278892477103,0,52.940865053735,0,0,0,0,0,0,0,8.82312456985547,29.411826989253,0
"3C_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,20.5876436020965,0,0,0,0,0,0,0,29.411826989253,44.1177404838795,2.94139446238552
"3C_12",0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,24.9997500025,0,0,0,0,0,0,0,47.2215277847221,13.8888611113889,5.55594444055559
"3C_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,22.8567314318628,0,0,0,0,0,0,0,0,0,0,0,17.1430628554972,0,0,0,11.4283657159314,0,0,0,17.1430628554972,25.7140800016457,0
"3C_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,2.7779722202778,0,0,0,0,27.7777222227778,0,0,0,0,0,0,0,11.1108888911111,55.5554444455555,0
"3C_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71463836089854,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,2.85731918044927,0,0,0,14.2855673496256,0,0,0,2.85731918044927,0,0,0,17.1428865300749,48.5703118571546,2.85731918044927
"3C_16",0,0,0,0,0,0,0,0,0,11.4283657159314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1430628554972,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,14.2857142857143,0,0,0,5.71469713956574,0,0,0,19.99938286208,25.7140800016457,0
"3C_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57101714614855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4287771412114,0,0,0,0,0,0,0,42.8571428571429,14.2857142857143,0
"3C_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,2.778,61.111,2.778
"3C_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,0,0,0,22.222,0,0,0,0,0,0,0,5.556,61.111,0
"3C_20",2.77794444111118,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,5.55588888222236,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,2.77794444111118,0,16.6666666666667,0,0,0,0,0,0,0,13.8887222255555,47.2210555788884,0
"4A_01",0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,5.71463836089854,0,0,0,0,0,0,0,5.71463836089854,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,71.4268081955073,5.71463836089854,0
"4A_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764394468797,0,0,0,0,5.88272663744362,0,0,0,0,0,2.94136331872181,0,0,0,0,0,2.94136331872181,0,0,0,2.94136331872181,0,0,0,0,0,0,0,29.4115155750376,44.1172733625564,0
"4A_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,19.444,0,0,0,0,0,0,0,41.667,33.333,0
"4A_04",0,0,0,0,0,0,0,0,0,0,0,0,3.03050137452546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1209146048785,0,6.06100274905092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,39.3932451891609,0,6.06100274905092
"4A_05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,2.94139446238552,0,0,0,0,35.293557096723,0,0,0,0,0,0,0,26.4704325268675,29.411826989253,0
"4A_06",2.85728979172024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71457958344047,0,0,0,0,0,0,0,0,0,0,0,0,14.2854204165595,0,0,0,0,5.71457958344047,0,0,0,0,31.4281306248393,0,0,0,0,0,2.85728979172024,0,31.4281306248393,5.71457958344047,0
"4A_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9995885704882,0,0,0,0,5.7147559194421,0,0,0,0,14.2858612248257,0,0,0,0,0,11.4284832651046,0,28.5717224496513,19.9995885704882,0
"4A_08",2.77794444111118,0,0,0,0,5.55588888222236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,0,2.77794444111118,0,0,0,0,2.77794444111118,0,0,0,0,0,5.55588888222236,0,55.554888902222,19.4436111277774,0
"4A_09",0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,8.33291667083329,0,0,0,2.7779722202778,0,0,0,55.5554444455555,19.4438055619444,0
"4A_10",0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,5.55588888222236,0,0,0,0,13.8887222255555,0,0,0,5.55588888222236,0,0,0,33.3323333533329,30.5553888922222,0
"4A_11",0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1420636879783,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,5.71463836089854,0,0,0,5.71463836089854,0,0,0,25.7138155188019,17.1428865300749,0
"4A_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82312456985547,0,2.94139446238552,0,5.88278892477103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.176346021494,0,2.94139446238552,0,0,0,0,0,23.529038064482,14.7059134946265,0
"4A_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,2.85734856978287,11.4283657159314,0,0,0,11.4283657159314,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,2.85734856978287,2.85734856978287,0,0,0,2.85734856978287,0,0,0,0,0,0,0,22.8567314318628,34.2850971477942,0
"4A_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4283657159314,0,8.57101714614855,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,2.85734856978287,0,0,31.4287771412114,0,0,0,2.85734856978287,0,0,0,34.2850971477942,2.85734856978287,2.85734856978287
"4A_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1209146048785,0,0,0,0,0,0,0,0,0,0,0,6.06100274905092,3.03050137452546,0,0,0,0,0,0,0,0,0,0,60.6056639176158,0,0,0,0,0,0,0,15.1514159794039,3.03050137452546,0
"4A_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4287771412114,0,0,0,0,0,2.85734856978287,0,22.8567314318628,37.1424457175771,0
"4A_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12524609344238,0,0,0,0,3.12524609344238,0,0,0,0,0,0,0,3.12524609344238,0,0,0,0,0,0,0,0,0,0,71.8750351562061,0,0,0,0,0,0,0,9.3746132817334,9.3746132817334,0
"4A_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.778,0,0,0,0,0,2.778,0,50,19.444,0
"4A_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,5.71463836089854,0,0,0,2.85731918044927,0,5.71463836089854,0,22.8564963383527,51.4276310376039,2.85731918044927
"4A_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88278892477103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,5.88278892477103,0,2.94139446238552,0,35.293557096723,47.0580761289639,0
"4B_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,5.55588888222236,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,0,2.77794444111118,0,41.6661666766665,38.8882222355553,0
"4B_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444,0,8.333,66.667,0
"4B_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,14.7059134946265,0,2.94139446238552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.647307957012,0,0,0,0,0,0,0,38.2349515591085,23.529038064482,0
"4B_04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,14.7057577875188,0,0,0,0,5.88272663744362,0,0,0,0,0,0,0,2.94136331872181,64.7046989814285,2.94136331872181
"4B_05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5292871966456,0,0,0,0,0,0,0,11.7646435983228,64.7060692050316,0
"4B_06",0,0,0,0,3.03053443442024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09051239813673,0,0,0,0,0,0,0,0,0,0,0,15.1515812669772,0,0,0,0,0,3.03053443442024,0,30.3031625339544,39.3936749320912,0
"4B_07",0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444,0,8.333,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,2.778,0,0,0,41.667,19.444,0
"4B_08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85737795972105,0,0,0,0,0,0,0,0,0,0,0,37.1428277550349,5.7147559194421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57110530538356,45.7139330604184,0
"4B_09",0,0,0,0,0,0,0,0,8.57110530538356,0,0,0,0,0,0,0,0,0,0,0,0,11.4284832651046,0,0,0,0,0,0,0,0,0,0,5.7147559194421,0,0,0,0,0,0,0,0,0,0,0,0,2.85737795972105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4284832651046,59.9997942852441,0
"4B_10",0,0,0,0,0,0,0,0,0,0,3.12521093486331,0,0,0,0,0,0,0,9.37450781865227,0,0,3.12521093486331,0,0,0,0,0,0,0,0,0,0,3.12521093486331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7501406232422,0,0,0,0,0,0,0,31.2498593767578,31.2498593767578,0
"4B_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,5.55594444055559,0,0,0,0,0,2.7779722202778,0,33.3326666733333,52.7774722252778,0
"4B_12",0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,2.85731918044927,11.4282481691763,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,2.85731918044927,0,31.4284538797005,39.9993828684276,0
"4B_13",0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,13.8887222255555,0,0,0,2.77794444111118,0,5.55588888222236,0,8.33283334333313,55.554888902222,0
"4B_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,8.82312456985547,0,0,11.764519032241,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,0,0,0,0,0,0,29.411826989253,0,0,0,0,0,0,0,17.647307957012,26.4704325268675,0
"4B_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,14.2857142857143,62.8565257192228,0
"4B_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,8.57101714614855,0,0,0,0,0,2.85734856978287,0,5.71469713956574,71.4275428653714,0
"4B_17",0,0,0,0,0,0,0,0,0,0,14.2858612248257,0,0,0,0,0,0,0,0,0,0,8.57110530538355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85737795972105,2.85737795972105,0,0,0,0,8.57110530538355,0,0,0,0,0,0,0,8.57110530538355,48.5713110201395,5.7147559194421
"4B_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,0,0,8.57101714614855,0,0,0,0,5.71469713956574,0,0,0,0,0,8.57101714614855,0,5.71469713956574,65.7138742890057,0
"4B_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4283657159314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7140800016457,57.1428571428571,0
"4B_20",0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,11.1108888911111,0,0,0,0,0,0,0,0,0,5.55594444055559,0,2.7779722202778,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,8.33291667083329,61.110388896111,0
"4C_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,2.7779722202778,0,0,0,8.33291667083329,80.5551944480555,0
"4C_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,25,0,0,0,0,0,0,0,22.222,25,0
"4C_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.222,0,0,0,0,0,0,0,19.444,27.778,0
"4C_04",0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4438055619444,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,2.7779722202778,0,2.7779722202778,0,0,66.6663333366666,0
"4C_05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,11.4283657159314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,0,8.57101714614855,0,2.85734856978287,57.1428571428571,0
"4C_06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,2.778,0,11.111,0,0,0,0,0,5.556,0,2.778,69.444,0
"4C_07",0,0,0,0,0,0,0,0,0,5.71457958344047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71457958344047,0,0,0,0,2.85728979172024,0,0,0,0,0,0,0,5.71457958344047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71457958344047,0,5.71457958344047,68.5698122910774,0
