"Bivalvia","Calc_worm_tube","Hydrozoa","msp10_spo","msp11_spo","msp12_spo","msp15_spo","msp14_spo","msp16_spo","msp18_spo","msp19_spo","msp1_spo","msp20_spo","msp21_spo","msp22_spo","msp23_spo","msp24_spo","msp25_spo","msp26_spo","msp27_spo","msp28_spo","msp29_spo","msp2_spo","msp30_spo","msp31_spo","msp33_spo","msp34_spo","msp35_spo","msp36_spo","msp3_spo","msp4_spo","msp5_spo","msp7_spo","msp8_spo","msp9_spo","Pina_sp","Cirripedia","Soft_worm_tube","Miniacina_sp_.r._for","Miniacina_sp_.a._for","Miniacina_sp_.j._for","Parasmittina_margaritata_bryo","msp12_bryo","msp14_bryo","Schizomavella_sp_bryo","Smittoidea_cautela_bryo","Watersipora_subtorquata_bryo","Smittipora_harmeriana_bryo","Disporella_novaehollandiae_bryo","msp5_bryo","Crisia_elongata_bryo","Tubulipora_sp_bryo","Scrupocellaria_sp_bryo","Red_biofilm","Green_biofilm","Cyanobacteria","Lissoclinum_sp1_ascc","Didemnidae_sp1_ascc","Lissoclinum_sp2_ascc","Cystodystes_sp_ascc","Polysyncraton_milleporae_ascc","Botryllus_sp1_ascc","msp15_ascc","Botryllus_gregalis_ascc","msp17_ascc","Botryllus_sp2_ascc","Aplidium_sp_ascc","Polycarpa_sp_ascs","Trididemnum_sp_ascc","Botryllus_sp3_ascc","Eusynstyela_hartmeyeri_ascc","msp2_ascs","Botryllus_sp4_ascc","Styela_canopus_ascs","Didemnidae_sp2_ascc","Ascidia_sydneiensis_ascs","Botryllus_sp5_ascc","msp5_ascs","Polysyncraton_rostrum_ascc","msp6_ascs","msp7_ascc","Didemnidae_sp3_ascc","Ascidia_fictile_ascs","msp9_ascc","msp9_ascs","Brown_upright_macroalgae","CCA","Green_encr_macroalgae","Green_upright_macroalgae","Red_upright_Macroalgae"
0,31.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.545,0,0,0
0,6.896,3.449,0,0,0,0,0,0,0,0,3.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.345,0,20.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.275,0,0,0
0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285,0,0,0,0,0,0,10.713,0,0,0,0,0,0,0,0,0,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.572,42.857,0,0,0
2.703,2.703,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.406,0,18.919,0,0,0,0,0,0,0,0,2.703,0,0,0,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.351,0,0,0
0,28.571,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,0,0,0,0,0,0,3.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,7.143,10.714,0,0,0,0,0,0,0,0,0,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.571,0,0,0
9.677,16.13,6.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,0,6.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.807,3.226,0,0
0,9.374,3.125,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,3.125,0,3.125,0,0,0,0,0,0,3.125,0,0,0,6.25,6.25,12.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.374,0,0,0
0,13.953,16.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.651,0,4.651,2.326,0,0,0,0,0,0,2.326,2.326,0,0,0,20.929,2.326,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.907,0,0,0
0,21.739,8.697,0,0,0,0,8.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.739,0,0,0,0,0,0,0,0,0,0,8.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.432,0,0,0
13.635,9.091,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,13.635,0,0,0,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.454,0,0,0
0,26.667,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.334,3.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.334,9.999,0,0,0,0,0,0,16.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.334,23.333,0,0,3.334
2.381,11.904,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142,0,0,0,2.381,0,4.762,0,0,0,0,0,0,0,4.762,7.142,0,2.381,0,19.049,2.381,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.572,0,0,0
0,37.932,3.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.896,6.896,6.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.483,0,0,0
4,16,7.999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,7.999,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39.999,0,0,0
2.564,15.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,0,0,2.564,0,0,0,0,2.564,5.129,0,5.129,0,0,0,0,0,0,0,0,7.692,0,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.718,0,0,0
7.143,19.048,4.762,0,16.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381,0,0,0,0,0,0,0,4.762,0,0,2.381,0,0,0,7.143,9.524,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.809,0,0,0
0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.749,0,6.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.997,0,0,0
0,19.444,0,2.778,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,16.667,0,0,0,13.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.111,0,0,0
0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.621,5.405,0,0,0,0,0,0,0,0,0,13.513,0,0,0,0,2.703,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.946,0,0,0
2.381,19.048,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142,2.381,0,0,0,0,0,0,0,14.286,0,0,0,14.286,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.714,0,0,0
0,36.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546,0,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999,0,0,0
0,9.677,3.226,0,0,12.903,12.903,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.452,0,0,0,12.903,3.226,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.258,0,0,0
2.941,8.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.883,0,0,0,0,0,0,0,0,26.47,0,2.941,0,0,0,0,0,0,0,0,0,0,0,0,5.883,5.883,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.235,0,0,0
0,11.628,9.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.326,0,0,0,0,9.302,0,11.628,0,0,0,0,0,0,0,2.326,25.581,0,0,0,4.652,4.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.605,0,0,0
0,23.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.287,0,0,0,0,0,0,0,0,0,0,0,4.762,0,0,0,0,4.762,4.762,0,0,0,0,0,0,0,0,0,0,0,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.855,0,0,0
0,8.333,4.167,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,8.333,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.835,0,0,0
0,20.001,0,0,0,0,16.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.332,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,3.333,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
0,7.317,7.317,0,0,0,4.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.879,0,7.317,0,0,0,0,0,0,0,0,19.513,0,0,0,7.317,2.439,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.585,0,0,0
0,39.998,4.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.001,0,0,0,0,0,4.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.001,39.998,0,0,0
0,3.226,6.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,0,0,0,0,0,0,0,0,16.129,0,0,0,0,0,6.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,0,0,0,0,0,0,0,0,0,0,0,58.064,0,0,0
0,6.251,9.375,0,0,3.125,6.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,6.251,3.125,3.125,0,0,0,0,0,0,0,0,9.375,0,0,0,6.251,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.625,0,0,0
0,5.129,12.821,0,10.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.256,0,0,0,0,0,0,0,0,20.513,0,0,0,0,2.564,5.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333,0,0,0
0,31.82,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.455,0,0,0
0,6.897,10.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448,0,0,0,0,0,0,0,0,0,0,20.69,0,0,0,13.792,3.448,3.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.932,0,0,0
0,10.715,0,0,0,17.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,3.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.144,0,0,0
0,5.264,7.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,7.894,5.264,0,0,0,0,0,0,0,0,2.632,2.632,0,0,0,7.894,7.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.001,0,0,0
0,54.543,4.546,0,0,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546,22.728,0,0,0
0,19.231,11.538,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,11.538,0,0,0,11.538,7.692,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.077,0,0,0
0,0,9.091,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,9.091,9.091,0,0,0,0,0,0,0,0,0,0,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.452,0,0,0
0,6.25,12.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,0,0,0,0,0,0,3.126,0,0,6.25,0,0,0,3.126,9.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.374,0,0,0
0,15.999,4.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.001,4.001,0,0,0,0,0,0,0,0,4.001,4.001,0,0,0,4.001,4.001,4.001,0,0,0,0,0,0,0,0,0,0,15.999,0,0,0,0,4.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.998,0,0,0
9.375,9.375,12.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,6.25,3.125,3.125,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,40.624,0,0,0
0,6.452,6.452,0,0,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,16.128,0,0,0,0,0,0,0,3.226,0,0,3.226,0,3.226,0,0,6.452,0,0,0,0,0,0,0,0,0,0,0,3.226,0,0,0,0,0,0,9.676,0,0,0,0,0,0,0,0,0,0,0,3.226,32.257,0,0,0
0,22.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.5,0,0,0,0,0,0,0,0,2.5,15,0,0,0,5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0
3.572,14.286,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.572,0,0,0,17.857,7.142,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.142,0,0,0
2.632,2.632,7.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.158,2.632,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,10.526,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,7.895,0,0,0,0,0,0,0,39.474,0,0,0
0,3.029,3.029,0,0,3.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.029,0,0,0,0,0,0,0,0,24.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.062,6.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.485,0,0,0
2.083,12.5,8.333,0,25,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,16.667,0,0,0,4.167,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.833,0,0,0
0,58.619,3.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.587,0,0,0
0,7.692,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.847,0,0,0,0,0,0,0,0,0,19.231,0,0,0
0,29.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.621,0,0,2.703
0,34.783,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,4.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.087,0,0,0
0,29.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,0,0,0,0,0,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.765,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,29.412,0,0,0
0,16.129,0,0,0,3.226,6.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,29.032,0,0,0,9.677,0,3.226,0,0,0,0,0,0,0,0,0,0,0,3.226,0,0,0,0,0,0,3.226,0,0,0,0,0,0,3.226,0,0,0,0,19.355,0,0,0
0,18.919,24.324,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,0,2.703,0,0,0,8.108,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,29.73,0,0,0
0,34.999,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2.5,0,0,15,0,0,0,10,2.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
0,6.896,0,0,0,0,10.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.449,0,0,0,0,0,0,0,0,0,0,17.241,0,0,0,3.449,0,0,10.344,0,0,0,0,0,0,0,0,3.449,0,3.449,0,0,0,0,0,0,24.137,0,0,0,0,0,0,6.896,0,0,0,0,10.344,0,0,0
2.941,20.588,0,0,0,8.823,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.705,0,0,0,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.883,0,0,0,0,0,0,2.941,0,0,0,0,38.236,0,0,0
0,13.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.652,0,18.605,0,0,0,0,0,0,0,0,11.628,0,0,0,4.652,4.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.953,0,0,0,0,0,0,0,0,0,0,0,20.929,0,0,0
0,16.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,7.999,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.001,0,0,0
0,9.091,3.031,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.031,0,0,0,0,0,0,0,0,24.243,0,0,0,0,0,0,0,0,0,0,3.031,0,0,0,0,0,0,12.121,0,0,0,0,0,0,0,0,3.031,0,0,0,0,0,0,0,0,18.181,0,0,0,0,0,0,9.091,0,0,0,0,9.091,0,0,0
4.878,14.634,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.878,0,0,0,0,0,0,0,0,36.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.829,0,0,0
0,12.5,2.083,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,4.167,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.417,0,0,0
0,49.999,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,0,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.142,0,0,0
0,17.241,6.897,0,0,0,10.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448,0,0,0,0,0,0,0,0,0,0,17.241,0,0,0,24.138,0,3.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.241,0,0,0
