date;season;max.RUNA1;max.RUNA2;maxRUNA3;max.RUNA8;max.RUNA9;mean.RUNA1;mean.RUNA2;mean.RUNA3;mean.RUNA8;mean.RUNA9;amp.RUNA1;amp.RUNA2;amp.RUNA3;amp.RUNA8;amp.RUNA9;sd.RUNA1;sd.RUNA2;sd.RUNA3;sd.RUNA8;sd.RUNA9
20.07.20;winter;23,93;24,267;24,074;24,098;23,978;23,85604167;23,938625;23,89045833;23,9195;23,9135;0,145;0,554;0,337;0,337;0,121;0,041633472;0,163556881;0,101242704;0,100025649;0,035595554
20.07.21;winter;23,881;23,978;23,954;23,978;23,905;23,784;23,9195;23,81508333;23,846125;23,853;0,216;0,121;0,241;0,217;0,12;0,056386862;0,033574058;0,064355613;0,061527168;0,030577059
20.07.22;winter;23,833;23,857;23,761;23,785;23,857;23,764;23,751;23,621;23,652;23,812;0,144;0,312;0,264;0,264;0,12;0,036303072;0,092524027;0,07240466;0,07522488;0,029447079
20.07.23;winter;23,713;24,074;23,785;23,833;23,809;23,636;23,792125;23,58275;23,617875;23,697;0,144;0,529;0,385;0,409;0,216;0,040642663;0,138056168;0,113333003;0,112872499;0,067015897
20.07.24;winter;23,569;23,881;23,737;23,737;23,617;23,45554167;23,786;23,564875;23,589875;23,43325;0,241;0,264;0,289;0,289;0,313;0,08402276;0,06229523;0,076953579;0,079745417;0,086114307
20.07.25;winter;23,328;23,809;23,617;23,665;23,328;23,267;23,672875;23,51266667;23,54379167;23,266;0,144;0,337;0,217;0,241;0,12;0,036760092;0,124749946;0,062778192;0,064595719;0,041819488
20.07.26;winter;23,352;23,761;23,785;23,809;23,304;23,296;23,674;23,63691667;23,66891667;23,196;0,144;0,216;0,457;0,433;0,264;0,038547543;0,062026642;0,123705441;0,126315312;0,09063256
20.07.27;winter;23,424;23,737;23,785;23,809;23,448;23,358;23,639;23,718;23,746;23,323;0,144;0,24;0,144;0,12;0,168;0,046543108;0,070031049;0,041254249;0,037988557;0,045854211
20.07.28;winter;23,617;23,713;23,737;23,761;23,617;23,52475;23,656;23,673;23,703;23,52683333;0,217;0,216;0,096;0,096;0,265;0,068480559;0,043519111;0,026163366;0,027333687;0,085344146
20.07.29;winter;23,569;23,833;23,761;23,785;23,593;23,539;23,704;23,661;23,689;23,577;0,072;0,264;0,216;0,216;0,072;0,026715897;0,087772433;0,074786653;0,074563075;0,024173287
20.07.30;winter;23,617;23,833;23,761;23,785;23,665;23,54891667;23,785;23,682;23,712;23,581;0,145;0,096;0,168;0,144;0,144;0,0399923;0,034671126;0,051269111;0,051755277;0,032431868
20.07.31;winter;23,857;23,905;24,026;24,074;23,737;23,63495833;23,788;23,85333333;23,878375;23,603;0,385;0,24;0,313;0,337;0,24;0,127297829;0,073654894;0,096070023;0,098327674;0,081592839
20.08.01;winter;23,881;24,05;24,026;24,05;23,689;23,701;23,84425;23,86825;23,892375;23,671;0,288;0,313;0,337;0,313;0,048;0,070417389;0,090446357;0,084666224;0,082324814;0,019055982
20.08.02;winter;23,617;23,905;23,761;23,809;23,665;23,577;23,831;23,67;23,701;23,616;0,12;0,192;0,192;0,216;0,12;0,026163366;0,056580839;0,055716675;0,057495557;0,028729624
20.08.03;winter;23,521;23,905;23,809;23,833;23,545;23,45225;23,746;23,654;23,683;23,45929167;0,193;0,384;0,288;0,288;0,193;0,043724682;0,100788198;0,092540943;0,090147705;0,048870262
20.08.04;winter;23,376;23,833;23,833;23,881;23,352;23,314;23,741;23,728;23,762;23,305;0,096;0,264;0,288;0,288;0,096;0,027333687;0,084235694;0,092224678;0,092676154;0,032799788
20.08.05;winter;23,497;23,881;24,002;24,026;23,665;23,300125;23,76;23,82820833;23,85933333;23,38441667;0,337;0,264;0,337;0,313;0,481;0,12554622;0,085654513;0,092564891;0,088764793;0,190607933
20.08.06;winter;23,689;23,833;23,954;23,978;23,641;23,57495833;23,705;23,79604167;23,835125;23,582;0,217;0,336;0,313;0,289;0,144;0,050753007;0,098489461;0,080148492;0,078646879;0,034656074
20.08.07;winter;23,641;23,785;23,833;23,881;23,665;23,54179167;23,714;23,759;23,788;23,583;0,193;0,144;0,192;0,192;0,168;0,055255123;0,039707627;0,059598658;0,059344243;0,041819488
20.08.08;winter;23,665;23,737;23,978;24,002;23,641;23,58395833;23,61591667;23,77816667;23,81229167;23,55895833;0,193;0,337;0,409;0,385;0,169;0,061292938;0,085836506;0,125747043;0,120743162;0,043665208
20.08.09;winter;23,641;23,665;23,713;23,737;23,593;23,56095833;23,454375;23,4665;23,50254167;23,522875;0,169;0,409;0,409;0,385;0,145;0,044659562;0,112800252;0,109202246;0,108519275;0,038284192
20.08.10;winter;23,472;23,641;23,545;23,569;23,424;23,37;23,49254167;23,388375;23,42145833;23,384;0,168;0,481;0,337;0,313;0,096;0,037615908;0,127939857;0,126432939;0,123336225;0,027103666
20.08.11;winter;23,376;23,593;23,569;23,593;23,376;23,297;23,4825;23,44029167;23,476375;23,313;0,168;0,241;0,265;0,241;0,144;0,041556666;0,064462325;0,072093224;0,067830231;0,041152949
20.08.12;winter;23,352;23,641;23,641;23,689;23,4;23,297;23,42145833;23,4625;23,49754167;23,306;0,096;0,529;0,409;0,433;0,192;0,030423103;0,1556987;0,120763873;0,123750794;0,051966544
20.08.13;winter;23,376;23,665;23,569;23,593;23,328;23,278;23,47754167;23,45941667;23,49166667;23,262;0,192;0,433;0,217;0,193;0,192;0,063267548;0,116280762;0,052387284;0,051945345;0,058894157
20.08.14;winter;23,545;23,617;23,881;23,905;23,545;23,37116667;23,53691667;23,64295833;23,67;23,35320833;0,313;0,193;0,409;0,408;0,289;0,092798832;0,047986336;0,145248955;0,146581925;0,100049109
20.08.15;winter;23,472;23,641;23,593;23,617;23,424;23,395;23,50541667;23,54395833;23,573;23,372;0,168;0,289;0,121;0,12;0,12;0,052951167;0,103236713;0,036503102;0,035149371;0,033694278
20.08.16;winter;23,545;23,617;23,809;23,833;23,521;23,36129167;23,50354167;23,5365;23,56170833;23,353125;0,337;0,241;0,505;0,505;0,289;0,126954795;0,068491814;0,143434578;0,139041901;0,101159501
20.08.17;winter;23,569;23,569;23,641;23,665;23,569;23,416125;23,44533333;23,55783333;23,58695833;23,44941667;0,289;0,265;0,217;0,217;0,217;0,071608423;0,082110565;0,06196329;0,062299752;0,080682371
20.08.18;winter;23,545;23,569;23,809;23,833;23,593;23,47245833;23,44029167;23,60683333;23,634875;23,543;0,169;0,289;0,385;0,361;0,096;0,055277151;0,087807338;0,1152214;0,112145601;0,023383383
20.08.19;winter;23,424;23,569;23,857;23,881;23,665;23,368;23,41933333;23,62391667;23,651;23,48641667;0,096;0,313;0,385;0,384;0,241;0,031385402;0,099975069;0,101084088;0,099564268;0,060816843
20.08.20;winter;23,689;23,689;23,881;23,905;23,617;23,49545833;23,476375;23,64483333;23,67095833;23,49954167;0,385;0,385;0,433;0,433;0,217;0,127341369;0,114259359;0,146569368;0,140584642;0,05850305
20.08.21;winter;23,569;23,689;23,761;23,785;23,617;23,49354167;23,4765;23,62591667;23,66;23,54791667;0,121;0,433;0,313;0,288;0,169;0,038743279;0,118363846;0,080502183;0,074556078;0,046223386
20.08.22;winter;23,617;23,641;23,833;23,833;23,593;23,504625;23,44041667;23,61683333;23,64495833;23,51470833;0,217;0,409;0,409;0,361;0,217;0,05597112;0,122115739;0,107584412;0,103764147;0,058437986
20.08.23;winter;23,545;23,689;23,905;23,881;23,569;23,48958333;23,46233333;23,62191667;23,65395833;23,52995833;0,193;0,457;0,481;0,433;0,097;0,044284571;0,135806341;0,114463177;0,10623742;0,024426428
20.08.24;winter;23,497;23,689;23,713;23,737;23,545;23,42804167;23,50558333;23,64;23,676;23,48254167;0,145;0,361;0,216;0,192;0,121;0,043503602;0,085567627;0,059414535;0,057920485;0,033561079
20.08.25;winter;23,569;23,809;23,93;23,954;23,617;23,46145833;23,519625;23,66504167;23,69704167;23,51654167;0,217;0,529;0,433;0,433;0,169;0,076342466;0,147587502;0,099951501;0,103315675;0,05779046
20.08.26;winter;23,641;23,737;24,026;24,074;23,713;23,54695833;23,56779167;23,822125;23,852125;23,623;0,169;0,289;0,337;0,337;0,168;0,042490387;0,085041667;0,08062706;0,078731416;0,058894157
20.08.27;winter;23,978;23,665;24,098;24,122;23,881;23,71216667;23,52479167;23,97166667;23,99875;23,75;0,481;0,313;0,289;0,289;0,24;0,184295053;0,082469483;0,085417983;0,085084229;0,086382365
20.08.28;winter;24,002;23,809;24,243;24,267;24,05;23,83808333;23,5375;23,95679167;23,990875;23,86320833;0,265;0,577;0,506;0,506;0,289;0,066939893;0,172578149;0,151777864;0,150763942;0,085938289
20.08.29;winter;23,857;23,737;24,219;24,243;24,098;23,63470833;23,59295833;23,9285;23,95758333;23,846375;0,553;0,289;0,41;0,41;0,505;0,183651958;0,076306293;0,114392535;0,118114505;0,15036472
20.08.30;winter;23,376;23,857;24,363;24,363;23,448;23,218;23,66095833;24,01583333;24,047;23,316;0,24;0,385;0,578;0,554;0,264;0,079415254;0,12298762;0,172816985;0,171131274;0,075563967
20.08.31;winter;23,641;23,785;24,315;24,339;23,641;23,42658333;23,648;23,93454167;23,96770833;23,55070833;0,505;0,264;0,554;0,554;0,265;0,188256743;0,080530847;0,123370062;0,125743175;0,107824527
20.09.01;winter;23,881;23,737;23,881;23,93;23,833;23,59166667;23,626;23,769;23,80604167;23,653;0,433;0,216;0,192;0,217;0,288;0,145773698;0,056534714;0,06356373;0,071660722;0,081618412
20.09.02;winter;23,521;23,737;23,809;23,833;23,689;23,46654167;23,59491667;23,673;23,708;23,58795833;0,241;0,313;0,264;0,24;0,241;0,062577242;0,088231374;0,062370562;0,060871925;0,073282941
20.09.03;winter;23,569;23,617;23,713;23,737;23,641;23,497625;23,51470833;23,60295833;23,636;23,571;0,193;0,337;0,265;0,24;0,144;0,056801571;0,079577405;0,064935071;0,062093898;0,035327043
20.09.04;winter;23,569;23,352;23,448;23,497;23,497;23,49354167;23,177;23,331;23,36204167;23,41504167;0,145;0,312;0,24;0,241;0,169;0,038743279;0,094283569;0,069093509;0,066068791;0,036054885
20.09.05;winter;23,472;24,267;23,304;23,328;23,4;23,373;23,580125;23,172;23,205;23,329;0,192;1,419;0,336;0,336;0,192;0,05675577;0,506158363;0,092003781;0,087914979;0,041556666
20.09.06;winter;23,28;24,726;24,508;24,532;23,352;23,214;24,25704167;23,77554167;23,80866667;23,26;0,168;0,941;1,324;1,324;0,168;0,048130258;0,238697276;0,480070736;0,477568449;0,048861828
20.09.07;winter;23,617;24,532;24,219;24,267;23,905;23,29920833;24,08629167;24,12033333;24,14541667;23,51654167;0,529;0,843;0,338;0,362;0,697;0,178653655;0,255209459;0,084221069;0,088206239;0,239696725
20.09.08;winter;23,761;24,171;24,605;24,629;23,809;23,57895833;23,90741667;24,08429167;24,11241667;23,63395833;0,289;0,506;0,868;0,844;0,337;0,079157784;0,140792761;0,255372103;0,25462742;0,102987327
20.09.09;winter;23,472;24,484;24,557;24,581;23,905;23,399;24,31033333;24,35645833;24,37954167;23,57783333;0,192;0,313;0,579;0,603;0,505;0,051269111;0,100516348;0,139725812;0,144416661;0,120892934
20.09.10;winter;23,833;24,677;24,532;24,557;24,171;23,256125;24,41266667;24,43979167;24,466875;23,51858333;0,745;0,362;0,241;0,242;1,011;0,199244074;0,08877165;0,065852258;0,06952967;0,359593117
20.09.11;winter;24,074;24,484;24,653;24,677;24,46;23,87041667;24,3935;24,45295833;24,485125;24,09633333;0,409;0,169;0,386;0,362;0,747;0,130762618;0,052069352;0,115149611;0,110904311;0,225668026
20.09.12;winter;24,291;24,532;24,968;24,992;24,388;24,19875;24,39054167;24,587875;24,61804167;24,20270833;0,337;0,265;0,508;0,532;0,483;0,099900059;0,076769547;0,108055667;0,105252689;0,129659245
20.09.13;winter;24,219;24,508;24,702;24,726;24,146;23,99866667;24,40258333;24,48025;24,513375;24,05591667;0,338;0,313;0,339;0,338;0,241;0,11253006;0,077901229;0,093535508;0,098392211;0,076477287
20.09.14;winter;24,05;24,702;24,339;24,363;24,05;23,80420833;24,46508333;24,23491667;24,26591667;23,79429167;0,578;0,483;0,265;0,265;0,626;0,149982022;0,107577643;0,072251323;0,071482997;0,200658585
20.09.15;winter;23,641;24,484;24,412;24,436;23,905;23,13604167;24,3815;24,213625;24,245;23,254125;0,697;0,313;0,386;0,386;0,817;0,163524358;0,071958321;0,128732892;0,121763134;0,23418746
20.09.16;winter;24,195;24,388;24,315;24,339;24,195;23,98375;24,24791667;24,24295833;24,273;24,00383333;0,506;0,338;0,193;0,168;0,41;0,174111221;0,087837754;0,053529739;0,048130258;0,126934652
20.09.17;winter;24,122;24,315;24,339;24,363;24,171;24,05895833;23,87566667;24,21683333;24,247875;24,01691667;0,241;1,203;0,313;0,289;0,266;0,069023927;0,332310183;0,077483051;0,074481578;0,067756544
20.09.18;winter;24,098;23,905;24,339;24,363;24,195;23,9115;23,66179167;24,15758333;24,19266667;23,96470833;0,337;0,601;0,409;0,385;0,386;0,092773216;0,174172074;0,128199884;0,122363204;0,115849407
20.09.19;winter;24,002;23,881;24,291;24,315;24,098;23,85133333;23,52254167;24,19183333;24,22491667;23,92654167;0,313;0,745;0,217;0,193;0,337;0,096952999;0,262613119;0,050995027;0,047793866;0,092526837
20.09.20;winter;24,05;23,93;24,629;24,677;24,146;23,92054167;23,50358333;24,26404167;24,29808333;23,97470833;0,265;0,818;0,675;0,675;0,409;0,058261763;0,256919192;0,18033073;0,176229326;0,106851168
20.09.21;winter;23,905;24,171;24,581;24,605;23,905;23,734;23,61291667;24,20083333;24,22991667;23,773;0,288;1,035;0,651;0,651;0,288;0,080167217;0,29007569;0,17324892;0,176302585;0,084334737
20.09.22;winter;24,267;24,171;24,532;24,557;24,122;23,95266667;23,756125;24,318125;24,35033333;23,89341667;0,578;1,059;0,386;0,362;0,361;0,182048887;0,27691881;0,094457864;0,087730648;0,102712311
20.09.23;winter;24,171;23,857;24,508;24,532;24,243;23,95475;23,585625;24,26795833;24,30108333;24,051;0,41;0,769;0,723;0,747;0,458;0,104552566;0,226291042;0,165911574;0,16303505;0,125197583
20.09.24;winter;24,171;23,881;24,484;24,436;24,243;23,970625;23,4505;24,1595;24,19775;24,04608333;0,386;0,913;0,675;0,603;0,338;0,121194709;0,262255601;0,156636383;0,135198485;0,09966331
20.09.25;winter;23,954;23,809;24,388;24,412;23,978;23,79108333;23,52566667;23,98283333;24,008875;23,83020833;0,385;0,697;0,699;0,699;0,361;0,102747016;0,19213733;0,206585842;0,204530494;0,108127533
20.09.26;winter;23,689;23,713;24,219;24,267;24,05;23,557875;23,52158333;23,89141667;23,91841667;23,72120833;0,289;0,385;0,602;0,554;0,553;0,086595668;0,10597166;0,16540278;0,164512433;0,181002517
20.09.27;winter;24,05;23,761;24,339;24,363;24,002;23,81345833;23,402375;23,91958333;23,95075;23,90645833;0,481;0,649;0,674;0,674;0,193;0,16891855;0,185100869;0,206390495;0,21221856;0,05771593
20.09.28;winter;23,881;23,593;24,557;24,581;23,954;23,802;23,36825;24,00391667;24,04104167;23,87625;0,192;0,433;0,844;0,844;0,145;0,061485947;0,122683846;0,214203462;0,215736046;0,051862905
20.09.29;winter;23,905;23,448;24,629;24,605;24,291;23,818;23,345;24,107375;24,14166667;24,01891667;0,192;0,24;1,012;0,988;0,554;0,048936516;0,066570656;0,218958168;0,221609854;0,175450951
20.09.30;winter;23,905;23,641;24,726;24,774;24,002;23,703;23,35333333;24,1235;24,15554167;23,75404167;0,336;0,505;0,989;1,013;0,385;0,087229831;0,159245686;0,301374677;0,307192898;0,095190189
20.10.01;winter;23,954;23,978;24,629;24,653;24,388;23,78404167;23,60283333;24,05425;24,07725;23,92066667;0,361;0,698;0,964;0,964;0,771;0,077453761;0,183648925;0,230908649;0,231633941;0,208396709
20.10.02;winter;24,532;23,809;24,702;24,702;24,388;24,14358333;23,3895;24,00395833;24,030125;24,04195833;0,795;1,009;1,061;1,061;0,603;0,261426009;0,273875091;0,285836603;0,287889519;0,168372382
20.10.03;winter;24,847;23,472;24,726;24,75;24,557;24,35870833;23,15208333;24,216;24,24108333;24,227875;1,014;0,719;0,989;1,061;0,868;0,250779564;0,246920673;0,289176943;0,297857117;0,215216436
20.10.04;winter;24,557;23,833;24,363;24,388;24,339;23,90170833;23,4685;23,66704167;23,687125;23,8385;1,157;0,961;1,179;1,204;0,891;0,332440054;0,272289328;0,295628068;0,293415466;0,251474608
20.10.05;winter;23,593;24,171;23,809;23,833;23,713;23,36329167;23,962625;23,58491667;23,61191667;23,41725;0,505;0,41;0,457;0,433;0,601;0,1578578;0,128831812;0,093993948;0,090817982;0,163526424
20.10.06;winter;23,809;24,267;24,074;24,122;23,593;23,34033333;24,10820833;23,813125;23,840125;23,25416667;0,793;0,386;0,481;0,481;0,529;0,275803753;0,089088612;0,116061945;0,116242742;0,163698999
20.10.07;winter;23,689;24,243;24,267;24,291;24,026;23,55679167;24,05916667;24,00291667;24,028;23,60083333;0,385;0,458;0,578;0,578;0,77;0,105789775;0,135620207;0,174883046;0,177661867;0,201791254
20.10.08;winter;24,557;24,484;24,315;24,363;24,074;23,81666667;24,144625;23,97775;23,998875;23,73908333;1,085;0,843;0,602;0,626;0,794;0,36595838;0,227998439;0,137878097;0,14442188;0,176528337
20.10.09;winter;24,484;24,629;24,532;24,557;24,629;24,1335;24,32841667;24,28004167;24,31016667;24,09029167;0,603;0,531;0,675;0,652;0,82;0,186974772;0,164272286;0,13493331;0,131211965;0,206359222
20.10.10;winter;25,137;24,798;24,774;24,798;24,992;24,237125;24,21508333;24,34741667;24,3735;24,21983333;1,352;1,253;0,748;0,772;1,255;0,34915467;0,35020105;0,21329382;0,215040138;0,262026827
20.10.11;winter;24,581;24,968;24,726;24,774;24,46;24,243;24,32470833;24,28320833;24,31029167;24,11641667;0,748;1,664;0,796;0,844;0,699;0,213930505;0,440204051;0,252386518;0,260930522;0,19750199
20.10.12;winter;23,954;24,702;24,895;24,871;23,978;23,76304167;24,334625;24,46808333;24,50025;23,74804167;0,457;1,157;0,773;0,676;0,53;0,112847138;0,362929483;0,190762524;0,184650846;0,135995677
20.10.13;winter;24,605;24,823;25,065;25,089;24,774;23,90779167;24,54966667;24,66658333;24,69175;24,0825;1,253;0,99;0,846;0,87;1,253;0,342986751;0,25091375;0,239918993;0,254120008;0,359913154
20.10.14;winter;24,992;25,234;25,477;25,623;25,21;24,44620833;24,74520833;24,88016667;24,9155;24,46458333;1,087;1,353;0,896;0,994;1,329;0,310433075;0,355754309;0,203603978;0,212738664;0,458284221
20.10.15;winter;25,186;25,307;25,089;25,113;24,992;24,557875;25,01433333;24,82266667;24,85591667;24,44333333;1,064;0,799;0,774;0,798;1,279;0,318593282;0,206006472;0,198352709;0,20385415;0,379636287
20.10.16;winter;24,677;25,38;25,331;25,38;24,774;24,41975;24,87175;24,80170833;24,828875;24,38270833;0,434;2,364;1,305;1,33;0,748;0,116641871;0,544729869;0,368717222;0,366670011;0,223617974
20.10.17;winter;24,508;25,404;25,065;25,089;24,798;24,370375;24,829125;24,54266667;24,56575;24,39570833;0,289;1,715;0,967;0,943;0,796;0,068798264;0,467740295;0,241748822;0,242242108;0,226742811
20.10.18;winter;24,653;25,428;24,895;24,944;24,726;24,33529167;24,88716667;24,71975;24,75516667;24,35754167;0,579;0,944;0,435;0,387;0,7;0,151510504;0,223917622;0,133070838;0,122581177;0,186014254
20.10.19;winter;24,219;25,695;24,871;24,895;24,46;23,98883333;25,085125;24,49745833;24,52754167;24,1375;0,578;1,669;1,038;1,038;0,699;0,168090469;0,323083555;0,259995983;0,264032933;0,199930858
20.10.20;winter;23,905;25,404;25,647;25,695;24,532;23,766;25,158625;24,66404167;24,68816667;23,92266667;0,36;0,92;1,597;1,621;1,035;0,083132163;0,233554167;0,512197268;0,522381808;0,251342944
20.10.21;winter;24,774;25,404;25,234;25,283;25,186;24,18375;25,26545833;24,89516667;24,9325;24,49670833;1,061;0,436;0,726;0,751;1,281;0,304963612;0,103517266;0,209916892;0,216385526;0,405809923
20.10.22;winter;24,75;25,477;25,283;25,331;24,992;24,06545833;25,22716667;24,97283333;25,01320833;24,411125;1,374;0,533;0,678;0,654;1,159;0,411753406;0,163037917;0,187237739;0,182369424;0,380928421
20.10.23;winter;24,557;25,623;25,428;25,477;24,702;24,21691667;25,28170833;25,14258333;25,18495833;24,33041667;0,627;0,752;1,161;1,065;0,507;0,202244131;0,200752818;0,280619488;0,273502004;0,155803923
20.10.24;winter;24,243;25,866;25,234;25,258;24,436;24,06716667;25,486;25,10108333;25,13720833;24,240875;0,41;0,729;0,363;0,435;0,386;0,106205161;0,227857316;0,099463743;0,101878009;0,112207228
20.10.25;winter;24,195;25,647;25,501;25,525;24,363;23,845375;25,41416667;25,10616667;25,14045833;24,027875;0,554;0,752;1,017;1,065;0,602;0,150870175;0,171528085;0,249895572;0,26454834;0,157208892
20.10.26;winter;25,258;25,574;25,453;25,477;25,331;24,46308333;25,43745833;25,25454167;25,28979167;24,815125;1,641;0,461;0,364;0,364;1,426;0,658598969;0,126331166;0,111384949;0,105145853;0,522503282
20.10.27;winter;25,38;25,647;26,207;26,256;25,38;25,22008333;25,43641667;25,35683333;25,392125;25,099125;0,364;0,364;1,239;1,216;0,63;0,135163642;0,11447761;0,337156481;0,33708705;0,167601056
20.10.28;winter;25,428;25,525;25,866;25,914;25,38;24,99625;25,275875;25,569;25,59520833;25,138375;1,016;1,162;0,559;0,583;0,461;0,345202556;0,296291031;0,208451642;0,20923795;0,124706547
20.10.29;winter;24,847;25,647;25,574;25,598;25,016;24,5175;25,062125;25,103;25,131375;24,68970833;0,652;1,766;0,945;0,993;0,773;0,219069376;0,455421956;0,229141308;0,232282589;0,2268287
20.10.30;winter;24,195;25,501;25,065;25,089;23,93;23,36945833;25,200125;24,64745833;24,67870833;23,35054167;1,49;0,896;1,039;1,039;1,106;0,418910697;0,289358107;0,284949725;0,2866556;0,361525028
20.10.31;winter;24,339;24,702;24,798;24,847;24,484;23,4895;24,551625;24,52354167;24,55466667;23,91804167;1,658;0,266;0,435;0,459;1,636;0,729865443;0,067632519;0,121620929;0,128739598;0,509357522
20.11.01;winter;24,605;24,629;24,629;24,653;24,653;24,22683333;24,50320833;24,417875;24,44895833;24,270125;0,748;0,266;0,458;0,434;0,868;0,210802126;0,064097737;0,131810243;0,131018578;0,283214362
20.11.02;winter;24,798;24,629;24,581;24,605;24,726;24,45208333;24,38754167;24,38666667;24,42070833;24,49025;0,844;0,483;0,41;0,386;0,459;0,237234046;0,140793089;0,108638878;0,102754447;0,109504516
20.11.03;winter;24,46;24,605;24,388;24,412;24,557;24,17558333;24,436875;24,28;24,310125;24,223875;0,506;0,627;0,242;0,241;0,7;0,142658887;0,120916181;0,058956874;0,062289864;0,171440017
20.11.04;winter;24,243;24,653;24,702;24,726;24,195;24,061125;24,519375;24,37866667;24,412;24,08320833;0,313;0,603;0,556;0,555;0,362;0,088029794;0,122040554;0,192802595;0,192887442;0,118299538
20.11.05;winter;24,484;24,653;24,847;24,871;24,508;24,16158333;24,43395833;24,56875;24,58883333;24,26908333;0,747;0,458;0,676;0,676;0,458;0,242032142;0,103350177;0,17410373;0,176374519;0,172645381
20.11.06;winter;24,412;24,823;25,04;25,089;24,484;24,26191667;24,5395;24,60795833;24,62616667;24,30920833;0,627;0,652;0,628;0,653;0,41;0,126710185;0,166868863;0,15488719;0,154877418;0,092776018
20.11.07;winter;24,508;25,137;25,186;25,234;24,484;24,22275;24,70483333;24,95166667;24,97795833;24,32533333;0,603;0,701;0,46;0,484;0,338;0,192165746;0,191521293;0,137576435;0,142764165;0,117857566
20.11.08;winter;24,508;25,38;25,623;25,671;24,557;24,38979167;24,9245;25,265875;25,296;24,46208333;0,362;0,775;0,8;0,848;0,169;0,089689793;0,221762701;0,23974104;0,246886702;0,050662495
20.11.09;winter;24,363;25,793;25,963;26,012;24,508;24,18770833;25,14766667;25,58716667;25,62366667;24,42283333;0,433;1,091;0,608;0,632;0,337;0,112380363;0,313105853;0,170487961;0,17327828;0,092336656
20.11.10;winter;24,484;25,939;26,061;26,109;24,944;24,12741667;25,49316667;25,75029167;25,788625;24,46916667;0,771;0,85;0,511;0,511;0,677;0,18808946;0,21570686;0,153582574;0,156458583;0,221180561
20.11.11;winter;25,598;25,623;25,963;25,987;25,939;24,83654167;25,335375;25,66916667;25,70354167;25,22579167;1,476;0,897;0,462;0,462;1,382;0,568795599;0,198606408;0,145671658;0,13425057;0,515541166
20.11.12;winter;25,866;25,72;26,085;26,109;25,939;25,63883333;25,474875;25,64295833;25,676375;25,69345833;0,462;0,704;0,827;0,802;0,414;0,116144088;0,219077972;0,238045571;0,228879656;0,124875235
20.11.13;winter;26,182;25,841;25,793;25,817;25,866;25,65508333;25,57508333;25,7035;25,73991667;25,63970833;1,142;0,849;0,17;0,146;0,462;0,276220913;0,228363348;0,04515962;0,045174942;0,102723978
20.11.14;winter;26,085;25,768;25,72;25,744;25,72;25,730875;25,41958333;25,625625;25,66608333;25,52754167;0,73;1,67;0,195;0,146;0,51;0,203597282;0,395425024;0,056116194;0,048067811;0,176598532
20.11.15;winter;26,012;25,307;25,55;25,574;25,914;25,75833333;24,78670833;25,10625;25,13354167;25,70658333;0,559;1,642;1,042;1,017;0,68;0,177077155;0,403094927;0,308584461;0,310078809;0,172838682
20.11.16;winter;25,428;25,477;25,283;25,307;25,137;24,32408333;25,24841667;24,92754167;24,96179167;24,453;1,835;0,582;0,751;0,75;1,183;0,58747151;0,190673843;0,216956213;0,224432614;0,231914152
20.11.17;winter;24,895;25,477;25,258;25,283;25,016;24,48841667;25,23925;25,14225;25,17983333;24,66666667;1,014;0,412;0,363;0,364;0,87;0,323491673;0,107018588;0,097623612;0,099862369;0,296458028
20.11.18;winter;25,089;25,331;25,307;25,355;25,089;24,93154167;25,19879167;25,19083333;25,23016667;24,93258333;0,266;0,242;0,339;0,339;0,363;0,095157069;0,077882285;0,099687192;0,098913518;0,106082788
20.11.19;winter;25,065;25,355;25,355;25,38;25,016;24,9365;25,14241667;25,24225;25,278625;24,824625;0,315;0,895;0,266;0,243;0,314;0,090069538;0,181659241;0,086476561;0,085391076;0,093522754
20.11.20;winter;25,04;25,453;25,574;25,574;25,137;24,89808333;25,16454167;25,29991667;25,32825;24,89025;0,508;0,461;0,461;0,461;0,556;0,1647327;0,106819221;0,145936531;0,142590398;0,196681877
20.11.21;winter;25,355;25,453;25,841;25,914;25,307;25,0575;25,089125;25,49108333;25,51525;25,057625;0,605;1,017;0,558;0,631;0,581;0,210454167;0,319618701;0,14245668;0,150505019;0,179600478
20.11.22;winter;25,307;25,307;25,793;25,817;25,307;25,22208333;24,82158333;25,331375;25,36783333;25,12420833;0,17;0,823;1,14;1,043;0,533;0,052388944;0,225809831;0,274727345;0,273783581;0,140931985
20.11.23;winter;25,089;25,963;26,085;26,134;25,04;24,88208333;25,56604167;25,45;25,49145833;24,729125;0,629;0,753;1,238;1,19;1,014;0,164087706;0,210501984;0,386969721;0,377327672;0,295436201
20.11.24;winter;25,234;25,866;25,793;25,817;25,501;24,59608333;25,48904167;25,65391667;25,67320833;24,78691667;1,063;0,486;0,268;0,267;1,379;0,250879655;0,089194696;0,072915029;0,070400704;0,516976403
20.11.25;winter;25,38;25,574;25,914;25,963;25,428;24,98204167;25,39495833;25,61145833;25,64283333;25,24329167;0,799;0,485;0,534;0,559;0,654;0,217709116;0,106578193;0,153201197;0,155913484;0,166922653
20.11.26;winter;25,623;25,55;25,817;25,866;25,695;25,316125;25,45045833;25,584125;25,61241667;25,42233333;0,583;0,195;0,607;0,632;0,63;0,181070323;0,061174717;0,120223456;0,121806303;0,188041778
