date;season;max.RUNA1;max.RUNA2;maxRUNA3;max.RUNA8;max.RUNA9;mean.RUNA1;mean.RUNA2;mean.RUNA3;mean.RUNA8;mean.RUNA9;amp.RUNA1;amp.RUNA2;amp.RUNA3;amp.RUNA8;amp.RUNA9;sd.RUNA1;sd.RUNA2;sd.RUNA3;sd.RUNA8;sd.RUNA9
20.11.27;winter;25,404;25,671;25,939;25,963;25,477;25,04258333;25,48295833;25,645;25,661125;25,13333333;0,847;0,437;0,559;0,535;0,8;0,252012408;0,118997435;0,179904564;0,177851749;0,186312189
20.11.28;winter;25,525;26,061;26,695;26,72;25,525;25,14033333;25,774625;25,84966667;25,871;25,29783333;0,727;0,584;1,291;1,292;0,533;0,213725274;0,171982004;0,301379533;0,309099815;0,148720534
20.11.29;winter;25,331;26,182;25,987;25,987;25,453;25,17370833;25,736;25,51545833;25,54166667;25,25245833;0,46;0,827;0,898;0,898;0,485;0,130074052;0,185131446;0,244528113;0,250386079;0,142446017
20.11.30;summer;25,404;25,914;26,28;26,304;25,453;25,25241667;25,71183333;25,45495833;25,47920833;25,16566667;0,46;1,285;1,578;1,578;0,63;0,144660597;0,278349431;0,385395503;0,381211453;0,15066019
20.12.01;summer;25,817;26,061;26,231;26,256;25,598;25,24445833;25,806;25,58966667;25,613875;25,17575;1,019;0,851;1,215;1,191;0,848;0,211112165;0,225516991;0,400329719;0,395153939;0,208204592
20.12.02;summer;26,158;26,036;26,085;26,109;26,012;25,424625;25,71904167;25,6805;25,70983333;25,369875;1,384;1,504;0,996;1,02;1,214;0,379891038;0,348942686;0,262984046;0,264285693;0,293133196
20.12.03;summer;26,256;26,109;26,524;26,549;26,426;25,77570833;25,58283333;25,73858333;25,77004167;25,72395833;0,779;2,011;1,847;1,872;1,168;0,233986339;0,506395503;0,482835278;0,487136931;0,259172845
20.12.04;summer;26,426;26,256;26,695;26,72;26,085;25,81308333;25,687;25,75666667;25,78208333;25,71279167;0,901;1,724;1,533;1,558;0,899;0,242155882;0,483763686;0,394113498;0,393133666;0,213973582
20.12.05;summer;26,524;26,256;26,5;26,524;26,549;26,086125;25,844875;26,11058333;26,13195833;26,00270833;0,756;1,748;0,877;0,901;0,878;0,199376051;0,416135462;0,300982293;0,295229974;0,200443742
20.12.06;summer;26,085;26,426;26,5;26,573;26,231;25,959125;25,87729167;25,996875;26,01829167;25,956;0,292;1,361;1,217;1,339;0,487;0,097162935;0,398579923;0,318526405;0,327717466;0,148155911
20.12.07;summer;25,914;26,891;26,695;26,695;26,085;25,70466667;26,42358333;25,99770833;26,019125;25,77654167;0,51;1,001;1,17;1,17;0,511;0,13105348;0,25460932;0,285103563;0,286924215;0,153115182
20.12.08;summer;26,061;26,965;26,646;26,671;26,231;25,76429167;26,45179167;26,395875;26,43070833;25,81716667;0,56;1,852;0,683;0,684;0,73;0,13048754;0,550153653;0,166646283;0,162140433;0,185336513
20.12.09;summer;25,623;27,087;26,353;26,378;25,866;25,22929167;26,271125;25,93616667;25,97358333;25,28408333;0,849;1,707;1,143;1,192;1,019;0,250813022;0,645105944;0,336113421;0,337159995;0,342751896
20.12.10;summer;24,774;27,161;26,989;27,014;24,823;24,58383333;26,77091667;26,61695833;26,650625;24,68858333;0,579;0,661;0,758;0,758;0,315;0,139781714;0,193818139;0,185521001;0,193292707;0,094348529
20.12.11;summer;24,895;26,867;26,891;26,916;25,574;24,55766667;26,65979167;26,51008333;26,54466667;24,918625;0,628;0,587;0,709;0,685;1,162;0,187115325;0,183766861;0,218613599;0,219971474;0,32501556
20.12.12;summer;24,871;26,769;26,891;26,94;25,113;24,725875;26,392875;26,48866667;26,52016667;24,94370833;0,435;0,538;0,562;0,587;0,436;0,134758177;0,116339201;0,164682479;0,173003812;0,139380767
20.12.13;summer;25,21;26,818;26,475;26,5;25,501;25,079875;26,36045833;26,34;26,36741667;25,20095833;0,363;0,636;0,39;0,391;0,509;0,11286518;0,157769777;0,103195467;0,102829921;0,175868646
20.12.14;summer;25,55;27,85;26,353;26,378;25,453;25,33929167;25,79516667;26,083;26,12170833;25,35241667;0,534;4,786;0,925;0,901;0,267;0,150352478;0,921160311;0,240845612;0,243441535;0,064086841
